Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg
1924,USA,45,27,27,99,209,163,158,530,68.0
1928,USA,22,18,16,56,254,190,185,629,85.66666666666667
1932,USA,44,36,30,110,276,208,201,685,83.33333333333333
1936,USA,24,21,12,57,320,244,231,795,88.33333333333333
1948,USA,38,27,19,84,344,265,243,852,74.33333333333333
1952,USA,40,19,17,76,382,292,262,936,83.66666666666667
1956,USA,32,25,17,74,422,311,279,1012,72.33333333333333
1960,USA,34,21,16,71,454,336,296,1086,78.0
1964,USA,36,26,28,90,488,357,312,1157,73.66666666666667
1968,USA,45,28,34,107,524,383,340,1247,78.33333333333333
1972,USA,33,31,30,94,569,411,374,1354,89.33333333333333
1976,USA,34,35,25,94,602,442,404,1448,97.0
1984,USA,82,61,30,173,636,477,429,1542,98.33333333333333
1988,USA,36,31,27,94,718,538,459,1715,120.33333333333333
1992,USA,37,34,37,108,754,569,486,1809,120.33333333333333
1996,USA,44,32,25,101,791,603,523,1917,125.0
2000,USA,36,24,31,91,835,635,548,2018,101.0
2004,USA,36,39,26,101,871,659,579,2109,100.0
2008,USA,36,39,35,110,907,698,605,2210,97.66666666666667
2012,USA,46,28,29,103,943,737,640,2320,100.66666666666667
2016,USA,46,37,38,121,989,765,669,2423,104.66666666666667
2020,USA,39,41,33,113,1035,802,707,2544,111.33333333333333
2024,USA,40,44,42,126,1074,843,740,2657,112.33333333333333
1996,UZB,0,1,1,2,0,0,0,0,0.0
2000,UZB,1,1,2,4,0,1,1,2,2.0
2004,UZB,2,1,2,5,1,2,3,6,3.0
2008,UZB,1,2,3,6,3,3,5,11,3.6666666666666665
2012,UZB,1,0,2,3,4,5,8,17,5.0
2016,UZB,4,2,7,13,5,5,10,20,4.666666666666667
2020,UZB,3,0,2,5,9,7,17,33,7.333333333333333
2024,UZB,8,2,3,13,12,7,19,38,7.0
1988,VAN,0,0,0,0,0,0,0,0,0.0
1992,VAN,0,0,0,0,0,0,0,0,0.0
1996,VAN,0,0,0,0,0,0,0,0,0.0
2000,VAN,0,0,0,0,0,0,0,0,0.0
2004,VAN,0,0,0,0,0,0,0,0,0.0
2008,VAN,0,0,0,0,0,0,0,0,0.0
2012,VAN,0,0,0,0,0,0,0,0,0.0
2016,VAN,0,0,0,0,0,0,0,0,0.0
2020,VAN,0,0,0,0,0,0,0,0,0.0
2024,VAN,0,0,0,0,0,0,0,0,0.0
1932,VEN,0,0,0,0,0,0,0,0,0.0
1948,VEN,0,0,0,0,0,0,0,0,0.0
1952,VEN,0,0,1,1,0,0,0,0,0.0
1956,VEN,0,0,0,0,0,0,1,1,0.3333333333333333
1960,VEN,0,0,1,1,0,0,1,1,0.3333333333333333
1964,VEN,0,0,0,0,0,0,2,2,0.6666666666666666
1968,VEN,1,0,0,1,0,0,2,2,0.3333333333333333
1972,VEN,0,0,0,0,1,0,2,3,0.6666666666666666
1976,VEN,0,1,0,1,1,0,2,3,0.3333333333333333
1980,VEN,0,1,0,1,1,1,2,4,0.6666666666666666
1984,VEN,0,0,3,3,1,2,2,5,0.6666666666666666
1988,VEN,0,0,0,0,1,2,5,8,1.6666666666666667
1992,VEN,0,0,0,0,1,2,5,8,1.3333333333333333
1996,VEN,0,0,0,0,1,2,5,8,1.0
2000,VEN,0,0,0,0,1,2,5,8,0.0
2004,VEN,0,0,2,2,1,2,5,8,0.0
2008,VEN,0,0,1,1,1,2,7,10,0.6666666666666666
2012,VEN,1,0,0,1,1,2,8,11,1.0
2016,VEN,0,1,2,3,2,2,8,12,1.3333333333333333
2020,VEN,1,3,0,4,2,3,10,15,1.6666666666666667
2024,VEN,0,0,0,0,3,6,10,19,2.6666666666666665
1980,VIE,0,0,0,0,0,0,0,0,0.0
1988,VIE,0,0,0,0,0,0,0,0,0.0
1992,VIE,0,0,0,0,0,0,0,0,0.0
1996,VIE,0,0,0,0,0,0,0,0,0.0
2000,VIE,0,1,0,1,0,0,0,0,0.0
2004,VIE,0,0,0,0,0,1,0,1,0.3333333333333333
2008,VIE,0,1,0,1,0,1,0,1,0.3333333333333333
2012,VIE,0,0,0,0,0,2,0,2,0.6666666666666666
2016,VIE,1,1,0,2,0,2,0,2,0.3333333333333333
2020,VIE,0,0,0,0,1,3,0,4,1.0
2024,VIE,0,0,0,0,1,3,0,4,0.6666666666666666
1988,VIN,0,0,0,0,0,0,0,0,0.0
1992,VIN,0,0,0,0,0,0,0,0,0.0
1996,VIN,0,0,0,0,0,0,0,0,0.0
2000,VIN,0,0,0,0,0,0,0,0,0.0
2004,VIN,0,0,0,0,0,0,0,0,0.0
2008,VIN,0,0,0,0,0,0,0,0,0.0
2012,VIN,0,0,0,0,0,0,0,0,0.0
2016,VIN,0,0,0,0,0,0,0,0,0.0
2020,VIN,0,0,0,0,0,0,0,0,0.0
2024,VIN,0,0,0,0,0,0,0,0,0.0
1952,VNM,0,0,0,0,0,0,0,0,0.0
1956,VNM,0,0,0,0,0,0,0,0,0.0
1960,VNM,0,0,0,0,0,0,0,0,0.0
1964,VNM,0,0,0,0,0,0,0,0,0.0
1968,VNM,0,0,0,0,0,0,0,0,0.0
1972,VNM,0,0,0,0,0,0,0,0,0.0
1960,WIF,0,0,2,2,0,0,0,0,0.0
1984,YAR,0,0,0,0,0,0,0,0,0.0
1988,YAR,0,0,0,0,0,0,0,0,0.0
1992,YEM,0,0,0,0,0,0,0,0,0.0
1996,YEM,0,0,0,0,0,0,0,0,0.0
2000,YEM,0,0,0,0,0,0,0,0,0.0
2004,YEM,0,0,0,0,0,0,0,0,0.0
2008,YEM,0,0,0,0,0,0,0,0,0.0
2012,YEM,0,0,0,0,0,0,0,0,0.0
2016,YEM,0,0,0,0,0,0,0,0,0.0
2020,YEM,0,0,0,0,0,0,0,0,0.0
2024,YEM,0,0,0,0,0,0,0,0,0.0
1988,YMD,0,0,0,0,0,0,0,0,0.0
1920,YUG,0,0,0,0,0,0,0,0,0.0
1924,YUG,2,0,0,2,0,0,0,0,0.0
1928,YUG,1,1,3,5,2,0,0,2,1.0
1932,YUG,0,0,0,0,3,1,3,7,2.3333333333333335
1936,YUG,0,1,0,1,3,1,3,7,2.3333333333333335
1948,YUG,0,2,0,2,3,2,3,8,2.0
1952,YUG,1,2,0,3,3,4,3,10,1.0
1956,YUG,0,3,0,3,4,6,3,13,2.0
1960,YUG,1,1,0,2,4,9,3,16,2.6666666666666665
1964,YUG,2,1,2,5,5,10,3,18,2.6666666666666665
1968,YUG,3,3,2,8,7,11,5,23,3.3333333333333335
1972,YUG,2,1,2,5,10,14,7,31,5.0
1976,YUG,2,3,3,8,12,15,9,36,6.0
1980,YUG,2,3,4,9,14,18,12,44,7.0
1984,YUG,7,4,7,18,16,21,16,53,7.333333333333333
1988,YUG,3,4,5,12,23,25,23,71,11.666666666666666
1964,ZAM,0,0,0,0,0,0,0,0,0.0
1968,ZAM,0,0,0,0,0,0,0,0,0.0
1972,ZAM,0,0,0,0,0,0,0,0,0.0
1980,ZAM,0,0,0,0,0,0,0,0,0.0
1984,ZAM,0,0,1,1,0,0,0,0,0.0
1988,ZAM,0,0,0,0,0,0,1,1,0.3333333333333333
1992,ZAM,0,0,0,0,0,0,1,1,0.3333333333333333
1996,ZAM,0,1,0,1,0,0,1,1,0.3333333333333333
2000,ZAM,0,0,0,0,0,1,1,2,0.3333333333333333
2004,ZAM,0,0,0,0,0,1,1,2,0.3333333333333333
2008,ZAM,0,0,0,0,0,1,1,2,0.3333333333333333
2012,ZAM,0,0,0,0,0,1,1,2,0.0
2016,ZAM,0,0,0,0,0,1,1,2,0.0
2020,ZAM,0,0,0,0,0,1,1,2,0.0
2024,ZAM,0,0,1,1,0,1,1,2,0.0
1928,ZIM,0,0,0,0,0,0,0,0,0.0
1960,ZIM,0,0,0,0,0,0,0,0,0.0
1964,ZIM,0,0,0,0,0,0,0,0,0.0
1980,ZIM,1,0,0,1,0,0,0,0,0.0
1984,ZIM,0,0,0,0,1,0,0,1,0.3333333333333333
1988,ZIM,0,0,0,0,1,0,0,1,0.3333333333333333
1992,ZIM,0,0,0,0,1,0,0,1,0.3333333333333333
1996,ZIM,0,0,0,0,1,0,0,1,0.0
2000,ZIM,0,0,0,0,1,0,0,1,0.0
2004,ZIM,1,1,1,3,1,0,0,1,0.0
2008,ZIM,1,3,0,4,2,1,1,4,1.0
2012,ZIM,0,0,0,0,3,4,1,8,2.3333333333333335
2016,ZIM,0,0,0,0,3,4,1,8,2.3333333333333335
2020,ZIM,0,0,0,0,3,4,1,8,1.3333333333333333
2024,ZIM,0,0,0,0,3,4,1,8,0.0
