WB_Code,Year,HDI
TUV,1993,0.57
TUV,1994,0.577
TUV,1995,0.575
TUV,1996,0.573
TUV,1997,0.579
TUV,1998,0.589
TUV,1999,0.592
TUV,2000,0.597
TUV,2001,0.61
TUV,2002,0.62
TUV,2003,0.605
TUV,2004,0.61
TUV,2005,0.61
TUV,2006,0.611
TUV,2007,0.613
TUV,2008,0.618
TUV,2009,0.615
TUV,2010,0.616
TUV,2011,0.616
TUV,2012,0.624
TUV,2013,0.628
TUV,2014,0.627
TUV,2015,0.643
TUV,2016,0.636
TUV,2017,0.634
TUV,2018,0.642
TUV,2019,0.635
TUV,2020,0.639
TUV,2021,0.641
TZA,1990,0.371
TZA,1991,0.371
TZA,1992,0.369
TZA,1993,0.369
TZA,1994,0.369
TZA,1995,0.37
TZA,1996,0.372
TZA,1997,0.373
TZA,1998,0.38
TZA,1999,0.39
TZA,2000,0.398
TZA,2001,0.406
TZA,2002,0.416
TZA,2003,0.426
TZA,2004,0.436
TZA,2005,0.446
TZA,2006,0.456
TZA,2007,0.465
TZA,2008,0.473
TZA,2009,0.482
TZA,2010,0.493
TZA,2011,0.499
TZA,2012,0.504
TZA,2013,0.51
TZA,2014,0.515
TZA,2015,0.52
TZA,2016,0.524
TZA,2017,0.528
TZA,2018,0.538
TZA,2019,0.548
TZA,2020,0.548
TZA,2021,0.549
UGA,1990,0.329
UGA,1991,0.331
UGA,1992,0.325
UGA,1993,0.332
UGA,1994,0.336
UGA,1995,0.342
UGA,1996,0.354
UGA,1997,0.364
UGA,1998,0.373
UGA,1999,0.385
UGA,2000,0.394
UGA,2001,0.404
UGA,2002,0.417
UGA,2003,0.429
UGA,2004,0.444
UGA,2005,0.454
UGA,2006,0.466
UGA,2007,0.476
UGA,2008,0.484
UGA,2009,0.494
UGA,2010,0.502
UGA,2011,0.506
UGA,2012,0.504
UGA,2013,0.509
UGA,2014,0.512
UGA,2015,0.517
UGA,2016,0.519
UGA,2017,0.52
UGA,2018,0.522
UGA,2019,0.525
UGA,2020,0.524
UGA,2021,0.525
UKR,1990,0.729
UKR,1991,0.723
UKR,1992,0.715
UKR,1993,0.703
UKR,1994,0.689
UKR,1995,0.684
UKR,1996,0.685
UKR,1997,0.689
UKR,1998,0.696
UKR,1999,0.698
UKR,2000,0.7
UKR,2001,0.715
UKR,2002,0.722
UKR,2003,0.732
UKR,2004,0.74
UKR,2005,0.743
UKR,2006,0.751
UKR,2007,0.757
UKR,2008,0.761
UKR,2009,0.758
UKR,2010,0.764
UKR,2011,0.769
UKR,2012,0.773
UKR,2013,0.773
UKR,2014,0.773
UKR,2015,0.774
UKR,2016,0.779
UKR,2017,0.782
UKR,2018,0.783
UKR,2019,0.786
UKR,2020,0.775
UKR,2021,0.773
URY,1990,0.701
URY,1991,0.705
URY,1992,0.708
URY,1993,0.711
URY,1994,0.716
URY,1995,0.717
URY,1996,0.723
URY,1997,0.735
URY,1998,0.744
URY,1999,0.747
URY,2000,0.753
URY,2001,0.76
URY,2002,0.764
URY,2003,0.77
URY,2004,0.77
URY,2005,0.768
URY,2006,0.768
URY,2007,0.771
URY,2008,0.774
URY,2009,0.78
URY,2010,0.787
URY,2011,0.794
URY,2012,0.798
URY,2013,0.805
URY,2014,0.808
URY,2015,0.811
URY,2016,0.815
URY,2017,0.819
URY,2018,0.819
URY,2019,0.821
URY,2020,0.821
URY,2021,0.809
USA,1990,0.872
USA,1991,0.873
USA,1992,0.878
USA,1993,0.88
USA,1994,0.884
USA,1995,0.885
USA,1996,0.887
USA,1997,0.89
USA,1998,0.893
USA,1999,0.889
USA,2000,0.891
USA,2001,0.892
USA,2002,0.893
USA,2003,0.895
USA,2004,0.898
USA,2005,0.9
USA,2006,0.904
USA,2007,0.906
USA,2008,0.906
USA,2009,0.908
USA,2010,0.911
USA,2011,0.913
USA,2012,0.916
USA,2013,0.917
USA,2014,0.919
USA,2015,0.92
USA,2016,0.922
USA,2017,0.924
USA,2018,0.927
USA,2019,0.93
USA,2020,0.92
USA,2021,0.921
UZB,2000,0.607
UZB,2001,0.614
UZB,2002,0.621
UZB,2003,0.627
UZB,2004,0.634
UZB,2005,0.639
UZB,2006,0.644
UZB,2007,0.656
UZB,2008,0.659
UZB,2009,0.665
UZB,2010,0.673
UZB,2011,0.68
UZB,2012,0.687
UZB,2013,0.693
UZB,2014,0.698
UZB,2015,0.701
UZB,2016,0.709
UZB,2017,0.715
UZB,2018,0.72
UZB,2019,0.726
UZB,2020,0.721
UZB,2021,0.727
VCT,2000,0.683
VCT,2001,0.689
VCT,2002,0.695
VCT,2003,0.702
VCT,2004,0.708
VCT,2005,0.713
VCT,2006,0.722
VCT,2007,0.73
VCT,2008,0.734
VCT,2009,0.736
VCT,2010,0.734
VCT,2011,0.736
VCT,2012,0.737
VCT,2013,0.743
VCT,2014,0.752
VCT,2015,0.759
VCT,2016,0.765
VCT,2017,0.774
VCT,2018,0.775
VCT,2019,0.769
VCT,2020,0.764
VCT,2021,0.751
VEN,1990,0.659
VEN,1991,0.669
VEN,1992,0.675
VEN,1993,0.676
VEN,1994,0.675
VEN,1995,0.679
VEN,1996,0.679
VEN,1997,0.685
VEN,1998,0.686
VEN,1999,0.682
VEN,2000,0.684
VEN,2001,0.689
VEN,2002,0.699
VEN,2003,0.693
VEN,2004,0.707
VEN,2005,0.721
VEN,2006,0.732
VEN,2007,0.749
VEN,2008,0.756
VEN,2009,0.756
VEN,2010,0.755
VEN,2011,0.762
VEN,2012,0.767
VEN,2013,0.774
VEN,2014,0.77
VEN,2015,0.767
VEN,2016,0.757
VEN,2017,0.744
VEN,2018,0.738
VEN,2019,0.721
VEN,2020,0.695
VEN,2021,0.691
VNM,1990,0.482
VNM,1991,0.493
VNM,1992,0.504
VNM,1993,0.515
VNM,1994,0.526
VNM,1995,0.539
VNM,1996,0.55
VNM,1997,0.56
VNM,1998,0.569
VNM,1999,0.578
VNM,2000,0.588
VNM,2001,0.598
VNM,2002,0.608
VNM,2003,0.617
VNM,2004,0.625
VNM,2005,0.633
VNM,2006,0.641
VNM,2007,0.648
VNM,2008,0.653
VNM,2009,0.658
VNM,2010,0.663
VNM,2011,0.668
VNM,2012,0.672
VNM,2013,0.676
VNM,2014,0.68
VNM,2015,0.684
VNM,2016,0.688
VNM,2017,0.692
VNM,2018,0.697
VNM,2019,0.703
VNM,2020,0.71
VNM,2021,0.703
VUT,2005,0.578
VUT,2006,0.584
VUT,2007,0.585
VUT,2008,0.591
VUT,2009,0.591
VUT,2010,0.591
VUT,2011,0.593
VUT,2012,0.59
VUT,2013,0.593
VUT,2014,0.595
VUT,2015,0.595
VUT,2016,0.596
VUT,2017,0.599
VUT,2018,0.603
VUT,2019,0.611
VUT,2020,0.608
VUT,2021,0.607
WSM,1995,0.659
WSM,1996,0.668
WSM,1997,0.67
WSM,1998,0.674
WSM,1999,0.678
WSM,2000,0.683
WSM,2001,0.69
WSM,2002,0.689
WSM,2003,0.694
WSM,2004,0.698
WSM,2005,0.701
WSM,2006,0.703
WSM,2007,0.708
WSM,2008,0.709
WSM,2009,0.7
WSM,2010,0.713
WSM,2011,0.713
WSM,2012,0.709
WSM,2013,0.71
WSM,2014,0.711
WSM,2015,0.716
WSM,2016,0.717
WSM,2017,0.716
WSM,2018,0.716
WSM,2019,0.715
WSM,2020,0.712
WSM,2021,0.707
YEM,1990,0.383
YEM,1991,0.386
YEM,1992,0.391
YEM,1993,0.397
YEM,1994,0.399
YEM,1995,0.409
YEM,1996,0.419
YEM,1997,0.427
YEM,1998,0.435
YEM,1999,0.441
YEM,2000,0.45
YEM,2001,0.46
YEM,2002,0.468
YEM,2003,0.476
YEM,2004,0.483
YEM,2005,0.489
YEM,2006,0.494
YEM,2007,0.498
YEM,2008,0.501
YEM,2009,0.506
YEM,2010,0.51
YEM,2011,0.509
YEM,2012,0.512
YEM,2013,0.513
YEM,2014,0.505
YEM,2015,0.477
YEM,2016,0.467
YEM,2017,0.459
YEM,2018,0.459
YEM,2019,0.461
YEM,2020,0.46
YEM,2021,0.455
ZAF,1990,0.632
ZAF,1991,0.641
ZAF,1992,0.647
ZAF,1993,0.652
ZAF,1994,0.658
ZAF,1995,0.661
ZAF,1996,0.656
ZAF,1997,0.651
ZAF,1998,0.644
ZAF,1999,0.638
ZAF,2000,0.633
ZAF,2001,0.629
ZAF,2002,0.633
ZAF,2003,0.629
ZAF,2004,0.63
ZAF,2005,0.632
ZAF,2006,0.637
ZAF,2007,0.644
ZAF,2008,0.653
ZAF,2009,0.665
ZAF,2010,0.675
ZAF,2011,0.686
ZAF,2012,0.696
ZAF,2013,0.704
ZAF,2014,0.712
ZAF,2015,0.716
ZAF,2016,0.719
ZAF,2017,0.72
ZAF,2018,0.726
ZAF,2019,0.736
ZAF,2020,0.727
ZAF,2021,0.713
ZMB,1990,0.412
ZMB,1991,0.408
ZMB,1992,0.408
ZMB,1993,0.414
ZMB,1994,0.411
ZMB,1995,0.413
ZMB,1996,0.414
ZMB,1997,0.413
ZMB,1998,0.411
ZMB,1999,0.413
ZMB,2000,0.418
ZMB,2001,0.425
ZMB,2002,0.434
ZMB,2003,0.448
ZMB,2004,0.459
ZMB,2005,0.472
ZMB,2006,0.484
ZMB,2007,0.495
ZMB,2008,0.506
ZMB,2009,0.519
ZMB,2010,0.529
ZMB,2011,0.534
ZMB,2012,0.548
ZMB,2013,0.554
ZMB,2014,0.557
ZMB,2015,0.562
ZMB,2016,0.564
ZMB,2017,0.568
ZMB,2018,0.572
ZMB,2019,0.575
ZMB,2020,0.57
ZMB,2021,0.565
ZWE,1990,0.509
ZWE,1991,0.512
ZWE,1992,0.498
ZWE,1993,0.491
ZWE,1994,0.486
ZWE,1995,0.477
ZWE,1996,0.476
ZWE,1997,0.472
ZWE,1998,0.466
ZWE,1999,0.457
ZWE,2000,0.452
ZWE,2001,0.441
ZWE,2002,0.452
ZWE,2003,0.439
ZWE,2004,0.446
ZWE,2005,0.448
ZWE,2006,0.452
ZWE,2007,0.454
ZWE,2008,0.454
ZWE,2009,0.486
ZWE,2010,0.512
ZWE,2011,0.535
ZWE,2012,0.557
ZWE,2013,0.567
ZWE,2014,0.576
ZWE,2015,0.582
ZWE,2016,0.588
ZWE,2017,0.594
ZWE,2018,0.602
ZWE,2019,0.601
ZWE,2020,0.6
ZWE,2021,0.593
ZZA.VHHD,1990,0.784
ZZA.VHHD,1991,0.787
ZZA.VHHD,1992,0.79
ZZA.VHHD,1993,0.792
ZZA.VHHD,1994,0.796
ZZA.VHHD,1995,0.8
ZZA.VHHD,1996,0.806
ZZA.VHHD,1997,0.812
ZZA.VHHD,1998,0.817
ZZA.VHHD,1999,0.819
ZZA.VHHD,2000,0.826
ZZA.VHHD,2001,0.831
ZZA.VHHD,2002,0.835
ZZA.VHHD,2003,0.839
ZZA.VHHD,2004,0.845
ZZA.VHHD,2005,0.849
ZZA.VHHD,2006,0.854
ZZA.VHHD,2007,0.858
ZZA.VHHD,2008,0.861
ZZA.VHHD,2009,0.862
ZZA.VHHD,2010,0.868
ZZA.VHHD,2011,0.872
ZZA.VHHD,2012,0.875
ZZA.VHHD,2013,0.881
ZZA.VHHD,2014,0.886
ZZA.VHHD,2015,0.889
ZZA.VHHD,2016,0.892
ZZA.VHHD,2017,0.895
ZZA.VHHD,2018,0.898
ZZA.VHHD,2019,0.902
ZZA.VHHD,2020,0.895
ZZA.VHHD,2021,0.896
ZZB.HHD,1990,0.557
ZZB.HHD,1991,0.562
ZZB.HHD,1992,0.569
ZZB.HHD,1993,0.575
ZZB.HHD,1994,0.581
ZZB.HHD,1995,0.588
ZZB.HHD,1996,0.596
ZZB.HHD,1997,0.603
ZZB.HHD,1998,0.61
ZZB.HHD,1999,0.616
ZZB.HHD,2000,0.625
ZZB.HHD,2001,0.632
ZZB.HHD,2002,0.64
ZZB.HHD,2003,0.647
ZZB.HHD,2004,0.654
ZZB.HHD,2005,0.662
ZZB.HHD,2006,0.671
ZZB.HHD,2007,0.679
ZZB.HHD,2008,0.686
ZZB.HHD,2009,0.693
ZZB.HHD,2010,0.7
ZZB.HHD,2011,0.708
ZZB.HHD,2012,0.715
ZZB.HHD,2013,0.722
ZZB.HHD,2014,0.728
ZZB.HHD,2015,0.734
ZZB.HHD,2016,0.739
ZZB.HHD,2017,0.745
ZZB.HHD,2018,0.751
ZZB.HHD,2019,0.756
ZZB.HHD,2020,0.753
ZZB.HHD,2021,0.754
ZZC.MHD,1990,0.453
ZZC.MHD,1991,0.456
ZZC.MHD,1992,0.461
ZZC.MHD,1993,0.465
ZZC.MHD,1994,0.47
ZZC.MHD,1995,0.475
ZZC.MHD,1996,0.482
ZZC.MHD,1997,0.488
ZZC.MHD,1998,0.495
ZZC.MHD,1999,0.501
ZZC.MHD,2000,0.506
ZZC.MHD,2001,0.511
ZZC.MHD,2002,0.517
ZZC.MHD,2003,0.527
ZZC.MHD,2004,0.536
ZZC.MHD,2005,0.544
ZZC.MHD,2006,0.552
ZZC.MHD,2007,0.56
ZZC.MHD,2008,0.567
ZZC.MHD,2009,0.573
ZZC.MHD,2010,0.582
ZZC.MHD,2011,0.594
ZZC.MHD,2012,0.602
ZZC.MHD,2013,0.609
ZZC.MHD,2014,0.618
ZZC.MHD,2015,0.627
ZZC.MHD,2016,0.636
ZZC.MHD,2017,0.64
ZZC.MHD,2018,0.643
ZZC.MHD,2019,0.645
ZZC.MHD,2020,0.642
ZZC.MHD,2021,0.636
ZZD.LHD,1990,0.356
ZZD.LHD,1991,0.359
ZZD.LHD,1992,0.361
ZZD.LHD,1993,0.363
ZZD.LHD,1994,0.366
ZZD.LHD,1995,0.372
ZZD.LHD,1996,0.378
ZZD.LHD,1997,0.383
ZZD.LHD,1998,0.387
ZZD.LHD,1999,0.395
ZZD.LHD,2000,0.399
ZZD.LHD,2001,0.406
ZZD.LHD,2002,0.415
ZZD.LHD,2003,0.427
ZZD.LHD,2004,0.438
ZZD.LHD,2005,0.446
ZZD.LHD,2006,0.456
ZZD.LHD,2007,0.462
ZZD.LHD,2008,0.469
ZZD.LHD,2009,0.474
ZZD.LHD,2010,0.477
ZZD.LHD,2011,0.484
ZZD.LHD,2012,0.489
ZZD.LHD,2013,0.495
ZZD.LHD,2014,0.501
ZZD.LHD,2015,0.506
ZZD.LHD,2016,0.51
ZZD.LHD,2017,0.514
ZZD.LHD,2018,0.518
ZZD.LHD,2019,0.522
ZZD.LHD,2020,0.519
ZZD.LHD,2021,0.518
ZZE.AS,1990,0.555
ZZE.AS,1991,0.558
ZZE.AS,1992,0.565
ZZE.AS,1993,0.574
ZZE.AS,1994,0.582
ZZE.AS,1995,0.586
ZZE.AS,1996,0.593
ZZE.AS,1997,0.599
ZZE.AS,1998,0.603
ZZE.AS,1999,0.612
ZZE.AS,2000,0.618
ZZE.AS,2001,0.624
ZZE.AS,2002,0.628
ZZE.AS,2003,0.632
ZZE.AS,2004,0.639
ZZE.AS,2005,0.645
ZZE.AS,2006,0.651
ZZE.AS,2007,0.658
ZZE.AS,2008,0.666
ZZE.AS,2009,0.671
ZZE.AS,2010,0.676
ZZE.AS,2011,0.683
ZZE.AS,2012,0.688
ZZE.AS,2013,0.689
ZZE.AS,2014,0.692
ZZE.AS,2015,0.697
ZZE.AS,2016,0.701
ZZE.AS,2017,0.706
ZZE.AS,2018,0.711
ZZE.AS,2019,0.715
ZZE.AS,2020,0.708
ZZE.AS,2021,0.708
ZZF.EAP,1990,0.507
ZZF.EAP,1991,0.514
ZZF.EAP,1992,0.524
ZZF.EAP,1993,0.534
ZZF.EAP,1994,0.542
ZZF.EAP,1995,0.551
ZZF.EAP,1996,0.561
ZZF.EAP,1997,0.569
ZZF.EAP,1998,0.575
ZZF.EAP,1999,0.583
ZZF.EAP,2000,0.592
ZZF.EAP,2001,0.6
ZZF.EAP,2002,0.61
ZZF.EAP,2003,0.62
ZZF.EAP,2004,0.629
ZZF.EAP,2005,0.639
ZZF.EAP,2006,0.649
ZZF.EAP,2007,0.66
ZZF.EAP,2008,0.666
ZZF.EAP,2009,0.676
ZZF.EAP,2010,0.684
ZZF.EAP,2011,0.692
ZZF.EAP,2012,0.7
ZZF.EAP,2013,0.707
ZZF.EAP,2014,0.715
ZZF.EAP,2015,0.722
ZZF.EAP,2016,0.728
ZZF.EAP,2017,0.734
ZZF.EAP,2018,0.741
ZZF.EAP,2019,0.748
ZZF.EAP,2020,0.748
ZZF.EAP,2021,0.749
ZZG.ECA,1990,0.664
ZZG.ECA,1991,0.661
ZZG.ECA,1992,0.654
ZZG.ECA,1993,0.652
ZZG.ECA,1994,0.647
ZZG.ECA,1995,0.652
ZZG.ECA,1996,0.656
ZZG.ECA,1997,0.662
ZZG.ECA,1998,0.669
ZZG.ECA,1999,0.671
ZZG.ECA,2000,0.681
ZZG.ECA,2001,0.687
ZZG.ECA,2002,0.695
ZZG.ECA,2003,0.702
ZZG.ECA,2004,0.709
ZZG.ECA,2005,0.714
ZZG.ECA,2006,0.723
ZZG.ECA,2007,0.73
ZZG.ECA,2008,0.733
ZZG.ECA,2009,0.736
ZZG.ECA,2010,0.746
ZZG.ECA,2011,0.754
ZZG.ECA,2012,0.76
ZZG.ECA,2013,0.772
ZZG.ECA,2014,0.778
ZZG.ECA,2015,0.783
ZZG.ECA,2016,0.788
ZZG.ECA,2017,0.794
ZZG.ECA,2018,0.798
ZZG.ECA,2019,0.802
ZZG.ECA,2020,0.793
ZZG.ECA,2021,0.796
ZZH.LAC,1990,0.633
ZZH.LAC,1991,0.638
ZZH.LAC,1992,0.643
ZZH.LAC,1993,0.648
ZZH.LAC,1994,0.654
ZZH.LAC,1995,0.658
ZZH.LAC,1996,0.665
ZZH.LAC,1997,0.672
ZZH.LAC,1998,0.677
ZZH.LAC,1999,0.683
ZZH.LAC,2000,0.689
ZZH.LAC,2001,0.693
ZZH.LAC,2002,0.698
ZZH.LAC,2003,0.699
ZZH.LAC,2004,0.705
ZZH.LAC,2005,0.71
ZZH.LAC,2006,0.716
ZZH.LAC,2007,0.721
ZZH.LAC,2008,0.728
ZZH.LAC,2009,0.73
ZZH.LAC,2010,0.733
ZZH.LAC,2011,0.74
ZZH.LAC,2012,0.744
ZZH.LAC,2013,0.753
ZZH.LAC,2014,0.756
ZZH.LAC,2015,0.758
ZZH.LAC,2016,0.761
ZZH.LAC,2017,0.763
ZZH.LAC,2018,0.766
ZZH.LAC,2019,0.768
ZZH.LAC,2020,0.755
ZZH.LAC,2021,0.754
ZZI.SA,1990,0.442
ZZI.SA,1991,0.447
ZZI.SA,1992,0.453
ZZI.SA,1993,0.457
ZZI.SA,1994,0.462
ZZI.SA,1995,0.467
ZZI.SA,1996,0.474
ZZI.SA,1997,0.48
ZZI.SA,1998,0.486
ZZI.SA,1999,0.494
ZZI.SA,2000,0.5
ZZI.SA,2001,0.504
ZZI.SA,2002,0.511
ZZI.SA,2003,0.522
ZZI.SA,2004,0.531
ZZI.SA,2005,0.539
ZZI.SA,2006,0.548
ZZI.SA,2007,0.556
ZZI.SA,2008,0.561
ZZI.SA,2009,0.567
ZZI.SA,2010,0.576
ZZI.SA,2011,0.587
ZZI.SA,2012,0.596
ZZI.SA,2013,0.603
ZZI.SA,2014,0.614
ZZI.SA,2015,0.623
ZZI.SA,2016,0.633
ZZI.SA,2017,0.638
ZZI.SA,2018,0.64
ZZI.SA,2019,0.641
ZZI.SA,2020,0.638
ZZI.SA,2021,0.632
ZZJ.SSA,1990,0.407
ZZJ.SSA,1991,0.41
ZZJ.SSA,1992,0.41
ZZJ.SSA,1993,0.411
ZZJ.SSA,1994,0.413
ZZJ.SSA,1995,0.42
ZZJ.SSA,1996,0.423
ZZJ.SSA,1997,0.427
ZZJ.SSA,1998,0.428
ZZJ.SSA,1999,0.431
ZZJ.SSA,2000,0.43
ZZJ.SSA,2001,0.435
ZZJ.SSA,2002,0.443
ZZJ.SSA,2003,0.451
ZZJ.SSA,2004,0.46
ZZJ.SSA,2005,0.468
ZZJ.SSA,2006,0.477
ZZJ.SSA,2007,0.484
ZZJ.SSA,2008,0.492
ZZJ.SSA,2009,0.498
ZZJ.SSA,2010,0.503
ZZJ.SSA,2011,0.51
ZZJ.SSA,2012,0.516
ZZJ.SSA,2013,0.523
ZZJ.SSA,2014,0.529
ZZJ.SSA,2015,0.534
ZZJ.SSA,2016,0.539
ZZJ.SSA,2017,0.542
ZZJ.SSA,2018,0.547
ZZJ.SSA,2019,0.552
ZZJ.SSA,2020,0.549
ZZJ.SSA,2021,0.547
ZZK.WORLD,1990,0.601
ZZK.WORLD,1991,0.604
ZZK.WORLD,1992,0.607
ZZK.WORLD,1993,0.61
ZZK.WORLD,1994,0.614
ZZK.WORLD,1995,0.619
ZZK.WORLD,1996,0.624
ZZK.WORLD,1997,0.629
ZZK.WORLD,1998,0.634
ZZK.WORLD,1999,0.639
ZZK.WORLD,2000,0.645
ZZK.WORLD,2001,0.65
ZZK.WORLD,2002,0.655
ZZK.WORLD,2003,0.66
ZZK.WORLD,2004,0.666
ZZK.WORLD,2005,0.672
ZZK.WORLD,2006,0.679
ZZK.WORLD,2007,0.684
ZZK.WORLD,2008,0.688
ZZK.WORLD,2009,0.692
ZZK.WORLD,2010,0.697
ZZK.WORLD,2011,0.704
ZZK.WORLD,2012,0.709
ZZK.WORLD,2013,0.714
ZZK.WORLD,2014,0.72
ZZK.WORLD,2015,0.724
ZZK.WORLD,2016,0.729
ZZK.WORLD,2017,0.733
ZZK.WORLD,2018,0.736
ZZK.WORLD,2019,0.739
ZZK.WORLD,2020,0.735
ZZK.WORLD,2021,0.732
