Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Vehicles_Per_1000,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total,Coastline_Length_Km,Average_Elevation_Meters,Avg_Temperature_C,Avg_Snowfall_Cm_Per_Year,Sunshine_Days_Per_Year,Number_of_Universities,Number_of_Ski_Resorts,Professional_Sports_Stadiums,Avg_Work_Hours_Per_Year,Global_Peace_Index_Score,Military_Expenditure_Pct_GDP,Active_Military_Personnel_Thousands,Healthcare_Spending_USD,Military_Expenditure_USD,Education_Spending_USD,Medals_Per_Million,Medals_Per_Billion_GDP,Medals_Per_GDP_Per_Capita,Medals_Per_HDI,Medals_Per_1000_SqKm,Medals_Per_1000_Km_Coastline,Medals_Per_100m_Elevation,Medals_Per_Degree_Temp,Medals_Per_100_Sunshine_Days,Medals_Per_100_Cm_Snowfall,Medals_Per_Million_Internet_Users,Medals_Per_1000_Vehicles,Medals_Per_University,Medals_Per_Stadium,Medals_Per_Ski_Resort,Medals_Per_Pct_Healthcare_Spending,Medals_Per_Year_Life_Expectancy,Medals_Per_100_Work_Hours,Medals_Per_Peace_Index_Point,Medals_Per_Pct_Military_Spending,Medals_Per_1000_Military_Personnel,Medals_Per_Pct_Education_Spending,Total_Athletes,Individual_Medalists,Total_Medals_Awarded
2000,SOM,0,0,0,0,0,0,0,0,0.0,SOM,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
2004,SOM,0,0,0,0,0,0,0,0,0.0,SOM,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
2008,SOM,0,0,0,0,0,0,0,0,0.0,SOM,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
2012,SOM,0,0,0,0,0,0,0,0,0.0,SOM,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
2016,SOM,0,0,0,0,0,0,0,0,0.0,SOM,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
2020,SOM,0,0,0,0,0,0,0,0,0.0,SOM,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
2024,SOM,0,0,0,0,0,0,0,0,0.0,SOM,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2008,SRB,0,1,2,3,0,0,0,0,0.0,SRB,7350222.0,54220641201.6474,7376.73517910716,0.765,2.0,Continental,5.0,7.0,,0.4081509374818883,0.0553294821587032,4.066839770115083,3.92156862745098,0.0,0.0,0.0,0.0,87460.0,88360.0,35.6,,9.12807178,671.88702393,73.8853658536585,3309218.0,0.0,,10.9,,,,,,,,2.05,24.0,4938518784.804812,1111523144.6337717,,0.4081509374818883,0.0553294821587032,4.066839770115083,3.92156862745098,0.0343013949233935,,,0.2752293577981651,,,1.1464913974210345,,,,,0.328656486529075,0.0406034397385534,,,1.4634146341463417,125.0,,87,15,15
2012,SRB,1,1,2,4,0,1,2,3,1.5,SRB,7201497.0,45103269969.4112,6263.04086072815,0.78,2.0,Continental,5.0,7.0,,0.5554400703076041,0.0886853658883885,6.386673963891327,5.128205128205128,0.138860017576901,0.0221713414720971,1.5966684909728317,1.282051282051282,87460.0,88360.0,48.1,,8.95716667,559.90545654,74.8365853658537,3094915.0,0.0,,10.9,,,,,,,,1.918,28.2,4032157465.556441,865080718.0133069,,0.5554400703076041,0.0886853658883885,6.386673963891327,5.128205128205128,0.0457351932311914,,,0.3669724770642201,,,1.1547610609305698,,,,,0.4465697856663864,0.0534497930450086,,,2.085505735140772,141.84397163120568,,116,16,16
2016,SRB,2,4,2,8,1,2,4,7,2.333333333333333,SRB,7058322.0,42225495909.5633,5982.37030126471,0.8,2.0,Continental,5.0,7.0,3.50274991989136,1.133413862388256,0.1894589945641857,13.372625894302717,10.0,0.283353465597064,0.0473647486410464,3.343156473575679,2.5,87460.0,88360.0,67.0568,,8.15184307,486.42944336,75.6878048780488,3203020.0,0.0,,10.9,,,,,,,,1.857,31.8,3433375641.5156417,784127459.0405905,1479053524.145958,1.133413862388256,0.1894589945641857,13.372625894302717,10.0,0.0914703864623828,,,0.7339449541284403,,,1.6902295701379368,,,,,0.9813731608059526,0.1056973446764629,,,4.308023694130318,251.57232704402517,2.2839198295515555,103,54,54
2020,SRB,3,1,4,8,3,6,6,15,5.0,SRB,6899126.0,55874017668.998,8098.70955668849,0.804,2.0,Continental,5.0,7.0,,1.1595671683630653,0.1431792509962791,9.878116932089547,9.950248756218905,0.4348376881361494,0.0536922191236046,3.70429384953358,3.731343283582089,84090.0,84990.0,78.368,,8.30643559,670.03564453,74.4780487804878,3157142.0,0.0,,10.9,,,,,,,,2.295,32.0,4622660336.103681,1282308705.503504,,1.1595671683630653,0.1431792509962791,9.878116932089547,9.950248756218905,0.0951361636342014,,,0.7339449541284403,,,1.479643691765855,,,,,0.9631086539250466,0.1074141996332198,,,3.485838779956427,250.0,,110,35,35
2024,SRB,3,1,1,5,6,7,10,23,6.666666666666667,SRB,6586476.0,90097765959.1114,13679.2065983557,,2.0,Continental,5.0,7.0,,0.7591312865939237,0.0554952716837521,3.6551827505851264,,0.4554787719563541,0.0332971630102512,2.193109650351076,,,,87.6907,,,,,3339034.0,0.0,,10.9,,,,,,,,,,,,,0.7591312865939237,0.0554952716837521,3.6551827505851264,,,,,0.4587155963302752,,,0.8656918995901772,,,,,,,,,,,,114,29,29
1960,SRI,0,0,0,0,0,1,0,1,0.3333333333333333,LKA,9661389.0,1409873949.57983,145.928701305768,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,60.602,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,5,0,0
1964,SRI,0,0,0,0,0,1,0,1,0.0,LKA,10653397.0,1309747899.15966,122.941808998544,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,62710.0,65610.0,,,,,62.376,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,6,0,0
1968,SRI,0,0,0,0,0,1,0,1,0.0,LKA,11736088.0,1801344537.81513,153.48764748655,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,62710.0,65610.0,,,,,63.869,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,3,0,0
1972,SRI,0,0,0,0,0,1,0,1,0.0,LKA,12809205.0,2553936348.40871,199.38289288123,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,62710.0,65610.0,,,,,64.625,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,4,0,0
1980,SRI,0,0,0,0,0,1,0,1,0.0,LKA,14847974.0,4024621899.57653,271.055290073685,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,62710.0,65610.0,,,,,68.006,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,4,0,0
1984,SRI,0,0,0,0,0,1,0,1,0.0,LKA,15441860.0,6043474842.76729,391.369617569858,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,62710.0,65610.0,,,,,68.761,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,4,0,0
1988,SRI,0,0,0,0,0,1,0,1,0.0,LKA,16078621.0,6978371581.26375,434.015552780537,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,62710.0,65610.0,,,,,68.995,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,6,0,0
1992,SRI,0,0,0,0,0,1,0,1,0.0,LKA,16739284.0,9703011635.86585,579.655117618283,0.65,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62710.0,65610.0,,,,,69.619,6504657.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,11,0,0
1996,SRI,0,0,0,0,0,1,0,1,0.0,LKA,17905018.0,13897738375.2488,776.192371057587,0.672,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62710.0,65610.0,0.0545,,,,69.841,7078162.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,9,0,0
2000,SRI,0,1,0,1,0,1,0,1,0.0,LKA,19293054.0,16595882818.6857,860.199884304769,0.688,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0518321256966367,0.0602559087049033,11.625205004627736,1.4534883720930234,0.0,0.0,0.0,0.0,62710.0,65610.0,0.64741,,4.10818672,42.54893112,71.179,7826298.0,,,,,,,,,,,5.034,203.6,820898825.7404405,835436741.092638,,0.0518321256966367,0.0602559087049033,11.625205004627736,1.4534883720930234,0.0159464200287035,,,,,,8.006074310967815,,,,,0.2434163946666961,0.0140490875117661,,,0.1986491855383393,4.911591355599214,,18,1,1
2004,SRI,0,0,0,0,0,2,0,2,0.3333333333333333,LKA,20087605.0,20662525941.2985,1028.62068132555,0.683,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62710.0,65610.0,1.44616,,4.03912592,49.14835358,68.022,8130380.0,,,,,,,,,,,2.997,239.0,987272713.115376,619255902.460716,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,,7,0,0
2008,SRI,0,0,0,0,0,2,0,2,0.3333333333333333,LKA,20629378.0,40713826215.0093,1973.58476901287,0.721,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62710.0,65610.0,,,3.85482955,90.00082397,72.556,8251260.0,,,,,,,,,,,3.244,213.0,1856661017.9885907,1320756522.4149015,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,8,0,0
2012,SRI,0,0,0,0,0,2,0,2,0.3333333333333333,LKA,21169458.0,70447217163.7784,3327.77613691283,0.751,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62710.0,65610.0,,,3.30659294,110.03600311,75.187,8326733.0,,,,,,,,,,,2.155,223.1,2329402546.325014,1518137529.8794243,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,7,0,0
2016,SRI,0,0,0,0,0,2,0,2,0.0,LKA,21209000.0,88000211171.5956,4149.19190775593,0.767,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61893.0,65610.0,22.19,,3.61788416,145.32496643,76.136,8605342.0,,,,,,,,,,,1.979,305.2,3082197213.01387,1741524179.085877,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,,9,0,0
2020,SRI,0,0,0,0,0,2,0,2,0.0,LKA,21919000.0,84335574581.5072,3847.60137695639,0.78,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61860.0,65610.0,36.1847,,4.27431631,159.71383667,76.928,8485010.0,,,,,,,,,,,1.74,317.0,3500767585.96973,1467438997.7182252,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,,13,0,0
2024,SRI,0,0,0,0,0,2,0,2,0.0,LKA,21916000.0,98963185509.6499,4515.56787322732,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,8304691.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,6,0,0
2016,SSD,0,0,0,0,0,0,0,0,0.0,SSD,,,,0.402,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3,0,0
2020,SSD,0,0,0,0,0,0,0,0,0.0,SSD,,,,0.386,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2,0,0
2024,SSD,0,0,0,0,0,0,0,0,0.0,SSD,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0
1996,STP,0,0,0,0,0,0,0,0,0.0,STP,,,,0.491,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2,0,0
2000,STP,0,0,0,0,0,0,0,0,0.0,STP,,,,0.501,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2,0,0
2004,STP,0,0,0,0,0,0,0,0,0.0,STP,,,,0.525,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2,0,0
2008,STP,0,0,0,0,0,0,0,0,0.0,STP,,,,0.546,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3,0,0
2012,STP,0,0,0,0,0,0,0,0,0.0,STP,,,,0.562,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2,0,0
2016,STP,0,0,0,0,0,0,0,0,0.0,STP,,,,0.603,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3,0,0
2020,STP,0,0,0,0,0,0,0,0,0.0,STP,,,,0.619,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5,0,0
2024,STP,0,0,0,0,0,0,0,0,0.0,STP,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0
1960,SUD,0,0,0,0,0,0,0,0,0.0,SDN,8364489.0,1126364161.7644,99.7131195068359,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,49.566,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,10,0,0
1968,SUD,0,0,0,0,0,0,0,0,0.0,SDN,10917999.0,1677771400.56798,117.824935913086,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,2505810.0,,,,,51.762,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,5,0,0
1972,SUD,0,0,0,0,0,0,0,0,0.0,SDN,12527856.0,2483055722.23738,154.511581420898,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,2505810.0,,,,,52.803,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,26,0,0
1984,SUD,0,0,0,0,0,0,0,0,0.0,SDN,19546528.0,10447615384.6154,429.993377685547,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,2505810.0,,,,,49.807,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,7,0,0
1988,SUD,0,0,0,0,0,0,0,0,0.0,SDN,21138431.0,14372555555.5556,553.07861328125,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,2505810.0,,,,,54.984,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,8,0,0
1992,SUD,0,0,0,0,0,0,0,0,0.0,SDN,22927355.0,7031933491.84899,252.610092163086,0.331,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2505810.0,,,,,55.952,6219895.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,6,0,0
1996,SUD,0,0,0,0,0,0,0,0,0.0,SDN,25231528.0,9018300724.66086,294.826965332031,0.379,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2505810.0,0.0,,,,57.638,7024779.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,4,0,0
2000,SUD,0,0,0,0,0,0,0,0,0.0,SDN,27816745.0,12257299147.2936,362.116882324219,0.424,5.0,Tropical,26.0,0.0,1.01217997074127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2505810.0,0.025785,,3.60664487,13.99440289,58.946,7658513.0,,,,,,,,,,,4.471,119.5,389278736.61839306,548023844.8754969,124065926.9227463,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,3,0,0
2004,SUD,0,0,0,0,0,0,0,0,0.0,SDN,30556637.0,26646007250.7319,705.113342285156,0.441,5.0,Tropical,26.0,0.0,1.31254994869232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2505810.0,0.791562,,4.15593481,29.30404472,56.773,8278923.0,,,,,,,,,,,4.657,121.0,895433057.1408067,1240904557.6665845,349742154.4980334,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,4,0,0
2008,SUD,0,1,0,1,0,0,0,0,0.0,SDN,33623980.0,64833083257.1431,1527.58239746094,0.478,5.0,Tropical,26.0,0.0,1.85150003433227,0.0297406791224596,0.0154242240189899,6.5462917199238655,2.092050209205021,0.0,0.0,0.0,0.0,,2505810.0,,,5.42313576,82.84276581,61.261,8975910.0,,,,,,,,,,,4.979,127.0,2785503500.740124,3228039215.373154,1200384558.7646737,0.0297406791224596,0.0154242240189899,6.5462917199238655,2.092050209205021,,,,,,,,,,,,0.1843951625507527,0.0163235990271134,,,0.2008435428800964,7.874015748031496,0.5401026094826095,9,1,1
2012,SUD,0,0,0,0,0,1,0,1,0.3333333333333333,SDN,36923178.0,37632919966.6667,1019.22210693359,0.493,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1868000.0,1878000.0,,,5.68827009,75.40776825,63.427,9794697.0,,,,,,,,,,,,264.3,2784294449.677499,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,,6,0,0
2016,SUD,0,0,0,0,0,1,0,1,0.3333333333333333,SDN,41259892.0,42630376000.0,1033.21594238281,0.511,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1868000.0,1878000.0,14.1,,5.68438482,89.39633942,64.677,10212220.0,,,,,,,,,,,2.279,124.3,3688483309.664543,971546269.04,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,,6,0,0
2020,SUD,0,0,0,0,0,1,0,1,0.3333333333333333,SDN,46789231.0,27034593750.0,577.795227050781,0.51,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1868000.0,1878000.0,26.4383,,3.04323435,22.91861534,65.124,10720171.0,,,,,,,,,,,0.976,144.0,1072344387.3434036,263857635.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,,5,0,0
2024,SUD,0,0,0,0,0,1,0,1,0.0,SDN,50448963.0,49672435513.1126,984.607666015625,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,4,0,0
1960,SUI,0,3,3,6,40,51,42,133,12.333333333333334,CHE,5327827.0,10412232620.5258,1954.3113206427,,2.0,Continental,5.0,7.0,,1.126162692594936,0.5762452894273706,30.701352116339503,,0.0,0.0,0.0,,,,,,,,71.3134146341463,,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,,1.126162692594936,0.5762452894273706,30.701352116339503,,,,0.4444444444444444,1.0,3.1578947368421053,4.285714285714286,,,0.5,1.0,0.03,,0.0841356430733451,,4.444444444444444,,,,149,11,12
1964,SUI,1,2,1,4,40,54,45,139,7.0,CHE,5789228.0,15833133857.6281,2734.93009044177,,2.0,Continental,5.0,7.0,,0.6909384118227854,0.2526347617577222,14.625602365411412,,0.1727346029556963,0.0631586904394305,3.656400591352853,,39528.0,41290.0,,,,,72.0778048780488,,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,,0.6909384118227854,0.2526347617577222,14.625602365411412,,0.1011940902651285,,0.2962962962962963,0.6666666666666666,2.1052631578947367,2.857142857142857,,,0.3333333333333333,0.6666666666666666,0.02,,0.0554955857322202,,2.962962962962963,,,,66,5,6
1968,SUI,0,1,4,5,41,56,46,143,3.6666666666666665,CHE,6067714.0,20712102793.8026,3413.49358157003,,2.0,Continental,5.0,7.0,,0.8240335651944044,0.241404750149081,14.647749821460804,,0.0,0.0,0.0,,39528.0,41290.0,,,,,72.590243902439,,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,,0.8240335651944044,0.241404750149081,14.647749821460804,,0.1264926128314106,,0.3703703703703704,0.8333333333333334,2.631578947368421,3.571428571428571,,,0.4166666666666667,0.8333333333333334,0.025,,0.0688797795847053,,3.7037037037037033,,,,85,13,13
1972,SUI,0,3,0,3,41,57,50,148,5.0,CHE,6260956.0,36844318854.2403,5884.77524107186,,2.0,Continental,5.0,7.0,3.65762996673584,0.4791600515959543,0.0814236792344646,5.097900730450967,,0.0,0.0,0.0,,39528.0,41290.0,,,,,73.6443902439024,,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,1347628847.4523964,0.4791600515959543,0.0814236792344646,5.097900730450967,,0.0758955676988464,,0.2222222222222222,0.5,1.5789473684210529,2.142857142857143,,,0.25,0.5,0.015,,0.0407363003490736,,2.222222222222222,,,0.8202032538237527,151,8,8
1976,SUI,1,1,2,4,41,60,50,151,4.0,CHE,6302504.0,68476524643.943,10864.971231108,,2.0,Continental,5.0,7.0,4.47360992431641,0.6346683794250666,0.0584141794695156,3.6815559976334,,0.1586670948562666,0.0146035448673789,0.92038899940835,,39528.0,41290.0,,,,,74.7853658536585,,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,3063372602.2984066,0.6346683794250666,0.0584141794695156,3.6815559976334,,0.1011940902651285,,0.2962962962962963,0.6666666666666666,2.1052631578947367,2.857142857142857,,,0.3333333333333333,0.6666666666666666,0.02,,0.0534864001043637,,2.962962962962963,,,0.8941324942655166,50,9,10
1980,SUI,2,0,0,2,42,61,52,155,4.0,CHE,6319408.0,122557843886.137,19393.8805480097,,2.0,Continental,5.0,7.0,4.23401021957397,0.3164853416649154,0.0163188249448816,1.0312531290728455,,0.3164853416649154,0.0163188249448816,1.0312531290728455,,39528.71,41290.7,,,,,75.4592682926829,,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,5189111635.028552,0.3164853416649154,0.0163188249448816,1.0312531290728455,,0.0505961363272416,,0.1481481481481481,0.3333333333333333,1.0526315789473684,1.4285714285714286,,,0.1666666666666666,0.3333333333333333,0.01,,0.0265043651396489,,1.4814814814814814,,,0.4723654163029492,73,2,2
1984,SUI,0,4,4,8,44,61,52,157,3.0,CHE,6441865.0,109455312167.511,16991.2458841517,,2.0,Continental,5.0,7.0,4.22711992263794,1.241876382072583,0.0730891890176765,4.708306886113552,,0.0,0.0,0.0,,39528.79,41290.7,,,,,76.6085365853659,,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,4626807307.018407,1.241876382072583,0.0730891890176765,4.708306886113552,,0.2023841357147537,,0.5925925925925926,1.3333333333333333,4.2105263157894735,5.714285714285714,,,0.6666666666666666,1.3333333333333333,0.04,,0.1044270045686814,,5.925925925925926,,,1.8925415286083456,129,12,13
1988,SUI,0,2,2,4,44,65,56,165,4.666666666666667,CHE,6593386.0,215540625298.982,32690.4302734561,,2.0,Continental,5.0,7.0,4.23081016540527,0.6066685614948071,0.0185579864327269,1.223599679337323,,0.0,0.0,0.0,,39529.11,41290.7,,,,,77.2265853658537,,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,9119114685.727411,0.6066685614948071,0.0185579864327269,1.223599679337323,,0.1011912486772406,,0.2962962962962963,0.6666666666666666,2.1052631578947367,2.857142857142857,,,0.3333333333333333,0.6666666666666666,0.02,,0.0517956346386464,,2.962962962962963,,,0.9454453978359578,99,7,8
1992,SUI,1,0,0,1,44,67,58,169,4.666666666666667,CHE,6875364.0,279921425828.474,40713.6881521435,0.856,2.0,Continental,5.0,7.0,,0.1454468447052403,0.0035724310743285,0.2456176400091996,1.1682242990654206,0.1454468447052403,0.0035724310743285,0.2456176400091996,1.1682242990654206,39529.43,41290.7,1.75,,,,77.8060975609756,3678755.0,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,,1.35,,,,,,0.1454468447052403,0.0035724310743285,0.2456176400091996,1.1682242990654206,0.0252976073775918,,0.074074074074074,0.1666666666666666,0.5263157894736842,0.7142857142857143,8.311248268870877,,0.0833333333333333,0.1666666666666666,0.005,,0.0128524631275371,,0.7407407407407407,,,,102,1,1
