WB_Code,Year,Military_Expenditure_Pct_GDP,Active_Military_Personnel,Active_Military_Personnel_Thousands
PER,2018,1.19,158000.0,158.0
PER,2019,1.206,158000.0,158.0
PER,2020,1.317,158000.0,158.0
PER,2021,1.164,,
PER,2022,1.135,,
PER,2023,1.236,,
PER,2024,0.909,,
PHL,2000,1.608,148500.0,148.5
PHL,2001,1.471,151000.0,151.0
PHL,2002,1.474,150000.0,150.0
PHL,2003,1.551,150000.0,150.0
PHL,2004,1.361,146000.0,146.0
PHL,2005,1.278,147000.0,147.0
PHL,2006,1.259,147000.0,147.0
PHL,2007,1.291,147000.0,147.0
PHL,2008,1.25,147000.0,147.0
PHL,2009,1.202,165500.0,165.5
PHL,2010,1.17,165500.0,165.5
PHL,2011,1.153,165500.0,165.5
PHL,2012,1.107,165500.0,165.5
PHL,2013,1.19,165500.0,165.5
PHL,2014,1.043,165500.0,165.5
PHL,2015,1.088,165500.0,165.5
PHL,2016,1.046,165500.0,165.5
PHL,2017,1.168,153000.0,153.0
PHL,2018,1.184,153350.0,153.4
PHL,2019,1.131,155000.0,155.0
PHL,2020,1.297,157000.0,157.0
PHL,2021,1.407,,
PHL,2022,1.316,,
PHL,2023,1.176,,
PHL,2024,1.324,,
PNG,2000,0.639,4400.0,4.4
PNG,2001,0.547,4400.0,4.4
PNG,2002,0.372,3100.0,3.1
PNG,2003,0.346,3100.0,3.1
PNG,2004,0.389,3000.0,3.0
PNG,2005,0.417,3000.0,3.0
PNG,2006,0.377,3000.0,3.0
PNG,2007,0.412,3000.0,3.0
PNG,2008,0.337,3000.0,3.0
PNG,2009,0.448,3100.0,3.1
PNG,2010,0.325,3100.0,3.1
PNG,2011,0.357,3100.0,3.1
PNG,2012,0.519,1900.0,1.9
PNG,2013,0.495,1900.0,1.9
PNG,2014,0.484,1900.0,1.9
PNG,2015,0.46,1900.0,1.9
PNG,2016,0.381,3600.0,3.6
PNG,2017,0.355,4000.0,4.0
PNG,2018,0.33,3600.0,3.6
PNG,2019,0.363,4000.0,4.0
PNG,2020,0.393,4000.0,4.0
PNG,2021,0.33,,
PNG,2022,0.421,,
PNG,2023,0.337,,
PNG,2024,0.308,,
POL,2000,1.819,238800.0,238.8
POL,2001,1.893,228000.0,228.0
POL,2002,1.891,184400.0,184.4
POL,2003,1.899,184400.0,184.4
POL,2004,1.865,162000.0,162.0
POL,2005,1.921,162000.0,162.0
POL,2006,1.914,148000.0,148.0
POL,2007,1.999,142000.0,142.0
POL,2008,1.746,143000.0,143.0
POL,2009,1.793,121400.0,121.4
POL,2010,1.839,121400.0,121.4
POL,2011,1.791,118050.0,118.0
POL,2012,1.804,172700.0,172.7
POL,2013,1.79,172700.0,172.7
POL,2014,1.908,172700.0,172.7
POL,2015,2.127,172700.0,172.7
POL,2016,1.936,178400.0,178.4
POL,2017,1.888,191000.0,191.0
POL,2018,2.025,196700.0,196.7
POL,2019,1.953,189000.0,189.0
POL,2020,2.263,189000.0,189.0
POL,2021,2.217,,
POL,2022,2.205,,
POL,2023,3.27,,
POL,2024,4.154,,
PRK,2000,,1244000.0,1244.0
PRK,2001,,1271000.0,1271.0
PRK,2002,,1271000.0,1271.0
PRK,2003,,1271000.0,1271.0
PRK,2004,,1295000.0,1295.0
PRK,2005,,1295000.0,1295.0
PRK,2006,,1295000.0,1295.0
PRK,2007,,1295000.0,1295.0
PRK,2008,,1295000.0,1295.0
PRK,2009,,1379000.0,1379.0
PRK,2010,,1379000.0,1379.0
PRK,2011,,1379000.0,1379.0
PRK,2012,,1379000.0,1379.0
PRK,2013,,1379000.0,1379.0
PRK,2014,,1379000.0,1379.0
PRK,2015,,1379000.0,1379.0
PRK,2016,,1469000.0,1469.0
PRK,2017,,1469000.0,1469.0
PRK,2018,,1469000.0,1469.0
PRK,2019,,1469000.0,1469.0
PRK,2020,,1469000.0,1469.0
PRT,2000,1.407,90500.0,90.5
PRT,2001,1.445,90000.0,90.0
PRT,2002,1.465,90000.0,90.0
PRT,2003,1.434,92600.0,92.6
PRT,2004,1.506,91000.0,91.0
PRT,2005,1.594,93000.0,93.0
PRT,2006,1.512,91000.0,91.0
PRT,2007,1.378,91000.0,91.0
PRT,2008,1.416,91000.0,91.0
PRT,2009,1.534,91040.0,91.0
PRT,2010,1.486,90334.0,90.3
PRT,2011,1.49,90300.0,90.3
PRT,2012,1.404,90300.0,90.3
PRT,2013,1.44,79850.0,79.8
PRT,2014,1.307,78100.0,78.1
PRT,2015,1.329,73600.0,73.6
PRT,2016,1.542,74500.0,74.5
PRT,2017,1.24,52000.0,52.0
PRT,2018,1.341,52250.0,52.2
PRT,2019,1.374,52000.0,52.0
PRT,2020,1.426,52000.0,52.0
PRT,2021,1.516,,
PRT,2022,1.39,,
PRT,2023,1.466,,
PRT,2024,1.532,,
PRY,2000,1.245,35000.0,35.0
PRY,2001,1.075,33400.0,33.4
PRY,2002,0.971,33400.0,33.4
PRY,2003,0.826,33400.0,33.4
PRY,2004,0.878,24000.0,24.0
PRY,2005,0.721,25000.0,25.0
PRY,2006,0.793,26000.0,26.0
PRY,2007,0.741,26000.0,26.0
PRY,2008,0.683,26000.0,26.0
PRY,2009,0.753,25450.0,25.4
PRY,2010,0.751,25450.0,25.4
PRY,2011,0.845,25450.0,25.4
PRY,2012,0.965,25450.0,25.4
PRY,2013,0.964,25450.0,25.4
PRY,2014,0.987,25450.0,25.4
PRY,2015,1.067,25450.0,25.4
PRY,2016,0.951,25450.0,25.4
PRY,2017,0.893,27000.0,27.0
PRY,2018,0.961,28950.0,29.0
PRY,2019,0.974,29000.0,29.0
PRY,2020,1.028,29000.0,29.0
PRY,2021,0.918,,
PRY,2022,0.871,,
PRY,2023,0.922,,
PRY,2024,0.933,,
PSE,2005,,56000.0,56.0
PSE,2006,,56000.0,56.0
PSE,2007,,56000.0,56.0
PSE,2008,,56000.0,56.0
PSE,2009,,56000.0,56.0
PSE,2010,,56000.0,56.0
PSE,2011,,56000.0,56.0
PSE,2012,,56000.0,56.0
PSE,2019,,0.0,0.0
PSE,2020,,0.0,0.0
QAT,2000,,12300.0,12.3
QAT,2001,,12300.0,12.3
QAT,2002,3.93,12400.0,12.4
QAT,2003,3.334,12400.0,12.4
QAT,2004,2.434,12000.0,12.0
QAT,2005,1.993,12000.0,12.0
QAT,2006,1.751,12000.0,12.0
QAT,2007,1.96,12000.0,12.0
QAT,2008,2.011,12000.0,12.0
QAT,2009,1.992,11800.0,11.8
QAT,2010,1.474,11800.0,11.8
QAT,2011,,11800.0,11.8
QAT,2012,,11800.0,11.8
QAT,2013,,11800.0,11.8
QAT,2014,,11800.0,11.8
QAT,2015,,11800.0,11.8
QAT,2016,,21500.0,21.5
QAT,2017,,22000.0,22.0
QAT,2018,,21500.0,21.5
QAT,2019,,22000.0,22.0
QAT,2020,,22000.0,22.0
QAT,2021,6.452,,
QAT,2022,6.5,,
ROU,2000,2.499,282900.0,282.9
ROU,2001,2.421,178900.0,178.9
ROU,2002,2.287,179100.0,179.1
ROU,2003,2.088,177100.0,177.1
ROU,2004,2.008,176000.0,176.0
ROU,2005,2.007,177000.0,177.0
ROU,2006,1.845,154000.0,154.0
ROU,2007,1.494,153000.0,153.0
ROU,2008,1.4,153000.0,153.0
ROU,2009,1.278,151645.0,151.6
ROU,2010,1.227,153800.0,153.8
ROU,2011,1.236,151300.0,151.3
ROU,2012,1.174,151300.0,151.3
ROU,2013,1.292,151300.0,151.3
ROU,2014,1.348,151300.0,151.3
ROU,2015,1.451,150400.0,150.4
ROU,2016,1.428,149200.0,149.2
ROU,2017,1.734,126000.0,126.0
ROU,2018,1.791,126600.0,126.6
ROU,2019,1.831,126000.0,126.0
ROU,2020,2.004,128000.0,128.0
ROU,2021,1.848,,
ROU,2022,1.75,,
ROU,2023,1.604,,
ROU,2024,2.298,,
RUS,2000,3.307,1427100.0,1427.1
RUS,2001,3.546,1386200.0,1386.2
RUS,2002,3.756,1397200.0,1397.2
RUS,2003,3.671,1369700.0,1369.7
RUS,2004,3.3,1452000.0,1452.0
RUS,2005,3.331,1452000.0,1452.0
RUS,2006,3.246,1446000.0,1446.0
RUS,2007,3.119,1476000.0,1476.0
RUS,2008,3.149,1476000.0,1476.0
RUS,2009,3.924,1495000.0,1495.0
RUS,2010,3.585,1430000.0,1430.0
RUS,2011,3.433,1364000.0,1364.0
RUS,2012,3.689,1364000.0,1364.0
RUS,2013,3.854,1260000.0,1260.0
RUS,2014,4.113,1287000.0,1287.0
RUS,2015,4.872,1490000.0,1490.0
RUS,2016,5.425,1454000.0,1454.0
RUS,2017,4.249,1454000.0,1454.0
RUS,2018,3.72,1454000.0,1454.0
RUS,2019,3.86,1454000.0,1454.0
RUS,2020,4.145,1454000.0,1454.0
RUS,2021,3.576,,
RUS,2022,4.607,,
RUS,2023,5.402,,
RUS,2024,7.052,,
RWA,2000,3.536,76000.0,76.0
RWA,2001,3.396,79000.0,79.0
RWA,2002,3.049,80000.0,80.0
RWA,2003,2.447,61000.0,61.0
RWA,2004,1.973,53000.0,53.0
RWA,2005,1.743,53000.0,53.0
RWA,2006,1.644,,
RWA,2007,1.366,35000.0,35.0
RWA,2008,1.306,35000.0,35.0
RWA,2009,1.327,35000.0,35.0
RWA,2010,1.217,35000.0,35.0
RWA,2011,1.095,35000.0,35.0
RWA,2012,1.042,35000.0,35.0
RWA,2013,1.055,35000.0,35.0
RWA,2014,1.103,35000.0,35.0
RWA,2015,1.214,35000.0,35.0
RWA,2016,1.241,35000.0,35.0
RWA,2017,1.249,35000.0,35.0
RWA,2018,1.235,35000.0,35.0
RWA,2019,1.198,35000.0,35.0
RWA,2020,1.474,35000.0,35.0
RWA,2021,1.512,,
RWA,2022,1.333,,
RWA,2023,1.252,,
RWA,2024,1.248,,
SAU,2000,10.534,217000.0,217.0
SAU,2001,11.419,217200.0,217.2
SAU,2002,9.758,215000.0,215.0
SAU,2003,8.687,215000.0,215.0
SAU,2004,8.082,214000.0,214.0
SAU,2005,7.731,216000.0,216.0
SAU,2006,7.848,240000.0,240.0
SAU,2007,8.527,238000.0,238.0
SAU,2008,7.353,238000.0,238.0
SAU,2009,9.617,249000.0,249.0
SAU,2010,8.566,249000.0,249.0
SAU,2011,7.172,249000.0,249.0
SAU,2012,7.616,249000.0,249.0
SAU,2013,8.89,251500.0,251.5
SAU,2014,10.535,251500.0,251.5
SAU,2015,13.023,251500.0,251.5
SAU,2016,9.56,251500.0,251.5
SAU,2017,9.846,252000.0,252.0
SAU,2018,8.813,252000.0,252.0
SAU,2019,7.795,252000.0,252.0
SAU,2020,8.792,282000.0,282.0
SAU,2021,7.229,,
SAU,2022,6.397,,
SAU,2023,7.284,,
SAU,2024,7.298,,
SDN,2000,4.471,119500.0,119.5
SDN,2001,2.469,124000.0,124.0
SDN,2002,2.672,124000.0,124.0
SDN,2003,1.864,114500.0,114.5
SDN,2004,4.657,121000.0,121.0
SDN,2005,3.311,123000.0,123.0
SDN,2006,3.641,,
SDN,2007,4.083,127000.0,127.0
SDN,2008,4.979,127000.0,127.0
SDN,2009,5.454,126800.0,126.8
SDN,2010,,126800.0,126.8
SDN,2011,,264300.0,264.3
SDN,2012,,264300.0,264.3
SDN,2013,,264300.0,264.3
SDN,2014,,264300.0,264.3
SDN,2015,2.713,264300.0,264.3
SDN,2016,2.279,124300.0,124.3
SDN,2017,3.286,124000.0,124.0
SDN,2018,1.779,124300.0,124.3
SDN,2019,1.629,124000.0,124.0
SDN,2020,0.976,144000.0,144.0
SDN,2021,0.925,,
SEN,2000,1.048,15400.0,15.4
SEN,2001,1.116,15600.0,15.6
SEN,2002,1.101,15200.0,15.2
SEN,2003,1.115,18600.0,18.6
SEN,2004,1.058,18000.0,18.0
SEN,2005,1.13,19000.0,19.0
SEN,2006,1.271,19000.0,19.0
SEN,2007,1.38,19000.0,19.0
SEN,2008,1.292,19000.0,19.0
SEN,2009,1.336,18620.0,18.6
SEN,2010,1.215,18620.0,18.6
SEN,2011,1.294,18600.0,18.6
SEN,2012,1.113,18600.0,18.6
SEN,2013,1.252,18600.0,18.6
SEN,2014,1.213,18600.0,18.6
SEN,2015,1.209,18600.0,18.6
SEN,2016,1.602,18600.0,18.6
SEN,2017,1.471,19000.0,19.0
SEN,2018,1.667,18600.0,18.6
SEN,2019,1.525,19000.0,19.0
SEN,2020,1.409,19000.0,19.0
SEN,2021,1.756,,
SEN,2022,1.524,,
SEN,2023,1.477,,
SEN,2024,1.566,,
SGP,2000,4.508,168500.0,168.5
SGP,2001,4.799,154500.0,154.5
SGP,2002,4.893,156800.0,156.8
SGP,2003,4.838,168800.0,168.8
SGP,2004,4.384,165000.0,165.0
SGP,2005,4.275,167000.0,167.0
SGP,2006,3.923,167000.0,167.0
SGP,2007,3.603,167000.0,167.0
SGP,2008,3.85,167000.0,167.0
SGP,2009,3.882,147500.0,147.5
SGP,2010,3.381,147500.0,147.5
SGP,2011,3.194,147600.0,147.6
SGP,2012,3.108,147600.0,147.6
SGP,2013,3.038,147600.0,147.6
SGP,2014,3.048,147600.0,147.6
SGP,2015,3.047,147600.0,147.6
SGP,2016,3.095,147600.0,147.6
SGP,2017,2.972,81000.0,81.0
SGP,2018,2.808,59000.0,59.0
SGP,2019,2.76,59000.0,59.0
SGP,2020,2.803,59000.0,59.0
SGP,2021,2.537,,
SGP,2022,2.406,,
SGP,2023,2.83,,
SGP,2024,2.842,,
SLE,2000,1.578,3800.0,3.8
SLE,2001,1.723,6000.0,6.0
SLE,2002,1.36,13000.0,13.0
SLE,2003,1.278,13000.0,13.0
SLE,2004,0.975,13000.0,13.0
SLE,2005,0.859,13000.0,13.0
SLE,2006,0.891,11000.0,11.0
SLE,2007,0.843,11000.0,11.0
SLE,2008,0.604,11000.0,11.0
SLE,2009,0.696,10500.0,10.5
SLE,2010,0.6,10500.0,10.5
SLE,2011,0.531,10500.0,10.5
SLE,2012,0.518,10500.0,10.5
SLE,2013,0.47,10500.0,10.5
SLE,2014,0.747,8500.0,8.5
SLE,2015,0.582,8500.0,8.5
SLE,2016,0.714,8500.0,8.5
SLE,2017,0.677,9000.0,9.0
SLE,2018,0.466,8500.0,8.5
SLE,2019,0.376,9000.0,9.0
SLE,2020,0.486,9000.0,9.0
SLE,2021,0.6,,
SLE,2022,0.582,,
SLE,2023,0.603,,
SLE,2024,0.463,,
SLV,2000,0.84,28800.0,28.8
SLV,2001,1.091,28800.0,28.8
SLV,2002,1.13,28800.0,28.8
SLV,2003,0.841,27500.0,27.5
SLV,2004,0.81,15000.0,15.0
SLV,2005,0.904,16000.0,16.0
SLV,2006,0.888,28000.0,28.0
SLV,2007,0.973,33000.0,33.0
SLV,2008,0.962,33000.0,33.0
SLV,2009,1.079,32500.0,32.5
SLV,2010,1.09,32500.0,32.5
SLV,2011,1.088,32300.0,32.3
SLV,2012,1.049,32300.0,32.3
SLV,2013,1.08,32300.0,32.3
SLV,2014,1.035,41500.0,41.5
SLV,2015,1.057,41500.0,41.5
SLV,2016,1.024,41500.0,41.5
SLV,2017,1.044,42000.0,42.0
SLV,2018,1.132,41500.0,41.5
SLV,2019,1.18,42000.0,42.0
SLV,2020,1.38,42000.0,42.0
SLV,2021,1.211,,
SLV,2022,1.433,,
SLV,2023,1.337,,
SLV,2024,1.186,,
SOM,2000,,50000.0,50.0
SOM,2009,,2000.0,2.0
SOM,2010,,2000.0,2.0
SOM,2011,,3200.0,3.2
SOM,2012,,20000.0,20.0
SOM,2013,0.444,11000.0,11.0
SOM,2014,0.935,17000.0,17.0
SOM,2015,0.681,19800.0,19.8
SOM,2016,0.645,19800.0,19.8
SOM,2017,0.749,20000.0,20.0
SOM,2018,0.972,19800.0,19.8
SOM,2019,0.829,20000.0,20.0
SOM,2020,1.138,14000.0,14.0
SOM,2021,1.171,,
SOM,2022,1.163,,
SOM,2023,1.285,,
SOM,2024,1.586,,
SRB,2000,4.601,135700.0,135.7
SRB,2001,3.633,198500.0,198.5
SRB,2002,3.784,124500.0,124.5
SRB,2003,3.097,109200.0,109.2
SRB,2004,2.753,110000.0,110.0
SRB,2005,2.222,110000.0,110.0
SRB,2006,2.117,24000.0,24.0
SRB,2007,2.164,24000.0,24.0
SRB,2008,2.05,24000.0,24.0
SRB,2009,2.075,29125.0,29.1
SRB,2010,2.004,29125.0,29.1
SRB,2011,1.926,28150.0,28.2
SRB,2012,1.918,28150.0,28.2
SRB,2013,1.848,28150.0,28.2
SRB,2014,1.87,28150.0,28.2
SRB,2015,1.695,28150.0,28.2
SRB,2016,1.857,31850.0,31.8
SRB,2017,1.754,32000.0,32.0
SRB,2018,2.017,32150.0,32.2
SRB,2019,2.182,32000.0,32.0
SRB,2020,2.295,32000.0,32.0
SRB,2021,2.729,,
SRB,2022,2.173,,
SRB,2023,2.208,,
SRB,2024,2.595,,
SSD,2008,5.761,,
SSD,2009,4.968,,
SSD,2010,4.141,140000.0,140.0
SSD,2011,6.094,210000.0,210.0
SSD,2012,8.771,210000.0,210.0
SSD,2013,6.57,185000.0,185.0
SSD,2014,8.575,185000.0,185.0
SSD,2015,8.604,185000.0,185.0
SSD,2016,4.847,185000.0,185.0
SSD,2017,3.993,185000.0,185.0
SSD,2018,4.774,185000.0,185.0
SSD,2019,3.801,185000.0,185.0
SSD,2020,1.866,53000.0,53.0
SSD,2021,1.511,,
SSD,2022,1.575,,
SSD,2023,2.096,,
SSD,2024,1.962,,
SUR,2000,,2000.0,2.0
SUR,2001,,2000.0,2.0
SUR,2002,,2000.0,2.0
SUR,2003,,1800.0,1.8
SUR,2004,,1000.0,1.0
SUR,2005,,2000.0,2.0
SUR,2006,,2000.0,2.0
SUR,2007,,2000.0,2.0
SUR,2008,,2000.0,2.0
SUR,2009,,1840.0,1.8
SUR,2010,,1840.0,1.8
SUR,2011,,1840.0,1.8
SUR,2012,,1840.0,1.8
SUR,2013,,1940.0,1.9
SUR,2014,,1940.0,1.9
SUR,2015,,1940.0,1.9
SUR,2016,,1940.0,1.9
SUR,2017,,2000.0,2.0
SUR,2018,,1840.0,1.8
SUR,2019,,2000.0,2.0
SUR,2020,,2000.0,2.0
SVK,2000,1.654,41200.0,41.2
SVK,2001,1.843,37700.0,37.7
SVK,2002,1.776,30900.0,30.9
SVK,2003,1.85,22000.0,22.0
SVK,2004,1.656,20000.0,20.0
SVK,2005,1.686,20000.0,20.0
SVK,2006,1.594,17000.0,17.0
SVK,2007,1.478,17000.0,17.0
SVK,2008,1.46,17000.0,17.0
SVK,2009,1.517,16531.0,16.5
SVK,2010,1.25,15799.0,15.8
SVK,2011,1.069,15850.0,15.8
SVK,2012,1.077,15850.0,15.8
SVK,2013,0.977,15850.0,15.8
SVK,2014,0.982,15850.0,15.8
SVK,2015,1.106,15850.0,15.8
SVK,2016,1.111,15850.0,15.8
SVK,2017,1.101,16000.0,16.0
SVK,2018,1.216,15850.0,15.8
SVK,2019,1.703,16000.0,16.0
SVK,2020,1.904,18000.0,18.0
SVK,2021,1.712,,
SVK,2022,1.801,,
SVK,2023,1.839,,
SVK,2024,2.011,,
SVN,2000,1.103,13500.0,13.5
SVN,2001,1.313,12100.0,12.1
SVN,2002,1.408,13500.0,13.5
SVN,2003,1.42,11000.0,11.0
SVN,2004,1.444,10000.0,10.0
SVN,2005,1.43,12000.0,12.0
SVN,2006,1.551,11000.0,11.0
SVN,2007,1.449,12000.0,12.0
SVN,2008,1.5,12000.0,12.0
SVN,2009,1.605,12100.0,12.1
SVN,2010,1.617,12100.0,12.1
SVN,2011,1.302,12100.0,12.1
SVN,2012,1.177,13550.0,13.6
SVN,2013,1.059,13550.0,13.6
SVN,2014,0.983,13550.0,13.6
SVN,2015,0.939,13200.0,13.2
SVN,2016,1.015,13200.0,13.2
SVN,2017,0.991,7000.0,7.0
SVN,2018,0.987,7250.0,7.2
SVN,2019,1.063,7000.0,7.0
SVN,2020,1.065,7000.0,7.0
SVN,2021,1.24,,
SVN,2022,1.295,,
SVN,2023,1.321,,
SVN,2024,1.31,,
SWE,2000,1.812,88300.0,88.3
SWE,2001,1.766,69500.0,69.5
SWE,2002,1.629,69500.0,69.5
SWE,2003,1.588,63200.0,63.2
SWE,2004,1.434,27600.0,27.6
SWE,2005,1.409,28600.0,28.6
SWE,2006,1.32,24600.0,24.6
SWE,2007,1.303,17600.0,17.6
SWE,2008,1.171,17600.0,17.6
SWE,2009,1.166,21870.0,21.9
SWE,2010,1.194,21163.0,21.2
SWE,2011,1.109,21300.0,21.3
SWE,2012,1.136,16100.0,16.1
SWE,2013,1.118,16100.0,16.1
SWE,2014,1.135,30550.0,30.6
SWE,2015,1.074,30550.0,30.6
SWE,2016,1.056,30550.0,30.6
SWE,2017,1.033,30000.0,30.0
SWE,2018,1.04,15150.0,15.2
SWE,2019,1.097,15000.0,15.0
SWE,2020,1.15,15000.0,15.0
SWE,2021,1.19,,
SWE,2022,1.331,,
SWE,2023,1.501,,
SWE,2024,1.998,,
SWZ,2000,1.46,,
SWZ,2001,1.256,,
SWZ,2002,1.394,,
SWZ,2003,1.477,,
SWZ,2004,1.58,,
SWZ,2005,2.033,,
SWZ,2006,1.673,,
SWZ,2007,1.644,,
SWZ,2008,1.999,,
SWZ,2009,2.091,,
SWZ,2010,2.367,,
SWZ,2011,2.219,,
SWZ,2012,1.915,,
SWZ,2013,1.952,,
SWZ,2014,1.823,,
SWZ,2015,1.75,,
SWZ,2016,2.074,,
SWZ,2017,1.924,,
SWZ,2018,2.096,,
SWZ,2019,1.89,,
SWZ,2020,1.855,,
SWZ,2021,1.679,,
SWZ,2022,1.655,,
SWZ,2023,1.384,,
SWZ,2024,1.444,,
SYC,2000,1.679,500.0,0.5
SYC,2001,1.778,500.0,0.5
SYC,2002,1.677,800.0,0.8
SYC,2003,1.734,800.0,0.8
SYC,2004,1.898,650.0,0.6
SYC,2005,1.602,450.0,0.4
SYC,2006,1.413,,
SYC,2007,1.468,450.0,0.4
SYC,2008,1.15,450.0,0.4
SYC,2009,1.021,650.0,0.6
SYC,2010,0.738,650.0,0.6
SYC,2011,0.856,870.0,0.9
SYC,2012,0.937,840.0,0.8
SYC,2013,1.037,840.0,0.8
SYC,2014,2.228,840.0,0.8
SYC,2015,1.264,840.0,0.8
SYC,2016,1.398,840.0,0.8
SYC,2017,1.327,0.0,0.0
SYC,2018,1.205,420.0,0.4
SYC,2019,1.16,0.0,0.0
SYC,2020,1.367,0.0,0.0
SYC,2021,2.46,,
SYC,2022,1.139,,
SYC,2023,1.486,,
SYC,2024,1.179,,
SYR,2000,5.454,424800.0,424.8
SYR,2001,5.481,429000.0,429.0
SYR,2002,5.413,427000.0,427.0
SYR,2003,6.248,427000.0,427.0
SYR,2004,5.542,415000.0,415.0
SYR,2005,5.026,416000.0,416.0
SYR,2006,4.394,401000.0,401.0
SYR,2007,4.101,401000.0,401.0
SYR,2008,3.552,401000.0,401.0
SYR,2009,4.028,403000.0,403.0
SYR,2010,4.056,403000.0,403.0
SYR,2011,,178000.0,178.0
SYR,2012,,178000.0,178.0
SYR,2013,,178000.0,178.0
SYR,2014,,280500.0,280.5
SYR,2015,,277500.0,277.5
SYR,2016,,307500.0,307.5
SYR,2017,,239000.0,239.0
SYR,2018,,257500.0,257.5
SYR,2019,,269000.0,269.0
SYR,2020,,269000.0,269.0
TCD,2000,1.0,34600.0,34.6
TCD,2001,0.994,34900.0,34.9
TCD,2002,1.119,34900.0,34.9
TCD,2003,0.971,34800.0,34.8
TCD,2004,0.742,34000.0,34.0
TCD,2005,0.611,35000.0,35.0
TCD,2006,2.178,,
TCD,2007,3.249,35000.0,35.0
TCD,2008,4.276,35000.0,35.0
TCD,2009,5.701,35030.0,35.0
TCD,2010,4.317,34850.0,34.8
TCD,2011,3.759,34850.0,34.8
TCD,2012,,34850.0,34.8
TCD,2013,4.295,34850.0,34.8
TCD,2014,2.158,39850.0,39.8
TCD,2015,1.524,39850.0,39.8
TCD,2016,2.312,39850.0,39.8
TCD,2017,1.66,35000.0,35.0
TCD,2018,1.653,32850.0,32.8
TCD,2019,1.574,45000.0,45.0
TCD,2020,2.212,45000.0,45.0
TCD,2021,2.079,,
TCD,2022,2.044,,
TCD,2023,2.118,,
TCD,2024,2.985,,
TGO,2000,,7800.0,7.8
TGO,2001,,10300.0,10.3
TGO,2002,,10300.0,10.3
TGO,2003,1.366,9300.0,9.3
TGO,2004,1.406,8750.0,8.8
TGO,2005,1.457,9750.0,9.8
TGO,2006,,9750.0,9.8
TGO,2007,,9750.0,9.8
TGO,2008,1.722,9750.0,9.8
TGO,2009,1.638,9300.0,9.3
TGO,2010,1.659,9300.0,9.3
TGO,2011,1.526,9300.0,9.3
TGO,2012,1.625,9300.0,9.3
TGO,2013,1.676,9300.0,9.3
TGO,2014,1.818,9300.0,9.3
TGO,2015,1.674,9300.0,9.3
TGO,2016,1.361,9300.0,9.3
TGO,2017,1.398,10000.0,10.0
TGO,2018,1.468,9550.0,9.6
TGO,2019,2.362,10000.0,10.0
TGO,2020,2.164,10000.0,10.0
TGO,2021,2.386,,
TGO,2022,4.142,,
TGO,2023,3.047,,
TGO,2024,1.999,,
THA,2000,1.488,416600.0,416.6
THA,2001,1.43,410000.0,410.0
THA,2002,1.328,419000.0,419.0
THA,2003,1.233,427200.0,427.2
THA,2004,1.128,419000.0,419.0
THA,2005,0.986,421000.0,421.0
THA,2006,0.95,420000.0,420.0
THA,2007,1.019,420000.0,420.0
THA,2008,1.253,421000.0,421.0
THA,2009,1.54,419560.0,419.6
THA,2010,1.523,419560.0,419.6
THA,2011,1.391,474550.0,474.6
THA,2012,1.39,453550.0,453.6
THA,2013,1.345,453550.0,453.6
THA,2014,1.38,453550.0,453.6
THA,2015,1.337,454550.0,454.6
THA,2016,1.325,454550.0,454.6
THA,2017,1.336,455000.0,455.0
THA,2018,1.326,454850.0,454.8
THA,2019,1.327,455000.0,455.0
THA,2020,1.461,455000.0,455.0
THA,2021,1.418,,
THA,2022,1.241,,
THA,2023,1.131,,
THA,2024,1.079,,
TJK,2000,0.598,7200.0,7.2
TJK,2001,0.581,7200.0,7.2
TJK,2002,1.049,7200.0,7.2
TJK,2003,1.119,7200.0,7.2
TJK,2004,1.131,12000.0,12.0
TJK,2005,,13000.0,13.0
TJK,2006,,17000.0,17.0
TJK,2007,,17000.0,17.0
TJK,2008,1.022,17000.0,17.0
TJK,2009,0.955,16300.0,16.3
TJK,2010,0.953,16300.0,16.3
TJK,2011,1.094,16300.0,16.3
TJK,2012,0.999,16300.0,16.3
TJK,2013,,16300.0,16.3
TJK,2014,1.128,16300.0,16.3
TJK,2015,1.282,16300.0,16.3
TJK,2016,1.208,16300.0,16.3
TJK,2017,1.037,17000.0,17.0
TJK,2018,1.049,16800.0,16.8
TJK,2019,0.997,17000.0,17.0
TJK,2020,0.948,17000.0,17.0
TJK,2021,1.003,,
TJK,2022,1.931,,
TJK,2023,2.396,,
TJK,2024,1.848,,
TKM,2000,,14500.0,14.5
TKM,2001,,17500.0,17.5
TKM,2002,,17500.0,17.5
TKM,2003,,29000.0,29.0
TKM,2004,,26000.0,26.0
TKM,2005,,26000.0,26.0
TKM,2006,,22000.0,22.0
TKM,2007,,22000.0,22.0
TKM,2008,,22000.0,22.0
TKM,2009,,22000.0,22.0
TKM,2010,,22000.0,22.0
TKM,2011,,22000.0,22.0
TKM,2012,,22000.0,22.0
TKM,2013,,22000.0,22.0
TKM,2014,,36500.0,36.5
TKM,2015,,36500.0,36.5
TKM,2016,,41500.0,41.5
TKM,2017,,42000.0,42.0
TKM,2018,,41500.0,41.5
TKM,2019,,42000.0,42.0
TKM,2020,,57000.0,57.0
TLS,2004,,1000.0,1.0
TLS,2005,1.78,,
TLS,2006,3.769,1000.0,1.0
TLS,2007,4.373,1000.0,1.0
TLS,2008,3.647,1000.0,1.0
