Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI
2000,AUS,16,25,17,58,85,84,119,288,27.33333333333333,AUS,19028802.0,416901962163.479,21908.9968019784,0.897,3.0,Temperate,12.0,4.0,,3.048011114940394,0.1391214368457603,26.473142756934703,64.65997770345597,0.8408306523973501,0.038378327405726984,7.302935932947504,17.837235228539576
2004,AUS,17,16,17,50,101,109,136,346,42.0,AUS,19932722.0,615643050220.515,30886.0500949401,0.91,3.0,Temperate,12.0,4.0,,2.508438135042469,0.08121589284909604,16.188538141428204,54.94505494505494,0.8528689659144396,0.027613403568692654,5.504102968085589,18.681318681318682
2008,AUS,14,15,17,46,118,125,153,396,49.66666666666666,AUS,21249199.0,1058448244063.77,49811.2067218988,0.924,3.0,Temperate,12.0,4.0,,2.1647874821069726,0.04345984818623646,9.234869626191317,49.78354978354978,0.6588483641195134,0.013226910317550227,2.8106124949277924,15.15151515151515
2012,AUS,7,16,12,35,132,140,170,442,51.333333333333336,AUS,22733465.0,1552728401401.58,68301.4402512587,0.938,3.0,Temperate,12.0,4.0,,1.5395805258899162,0.02254096722157399,5.124342893977993,37.3134328358209,0.3079161051779832,0.004508193444314798,1.0248685787955987,7.462686567164179
2016,AUS,8,11,10,29,139,156,182,477,43.66666666666666,AUS,24190907.0,1211588128417.61,50084.4440606385,0.939,3.0,Temperate,12.0,4.0,,1.1987975481861843,0.02393552670235828,5.790221004527667,30.883919062832803,0.3307027719134301,0.00660290391789194,1.5973023460765976,8.519701810436635
2020,AUS,17,7,22,46,147,167,192,506,36.66666666666666,AUS,25649248.0,1333336461648.09,51983.4523666382,0.95,3.0,Temperate,12.0,4.0,5.38625001907349,1.7934248988508357,0.03449991905504558,8.848969798227898,48.42105263157895,0.6627874626187871,0.012749970085560326,3.27027144717118,17.894736842105264
2024,AUS,18,19,16,53,164,174,214,552,36.66666666666666,AUS,27196812.0,1757022451652.83,64603.9856308464,,3.0,Temperate,12.0,4.0,,1.9487578176442153,0.030164668613165947,8.203828213145744,,0.6618422776904881,0.010244604434660132,2.7862058082381775,
1960,AUT,1,1,0,2,18,24,29,71,4.0,AUT,7047539.0,6624086313.14334,939.914814681174,,2.0,Continental,5.0,7.0,,0.28378700706728976,0.30192843291181937,21.278524061549287,,0.14189350353364488,0.15096421645590968,10.639262030774644,
1964,AUT,0,0,0,0,19,25,29,73,2.0,AUT,7223801.0,9213648655.97511,1275.45715281679,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,AUT,0,2,2,4,19,25,29,73,1.3333333333333333,AUT,7415403.0,12499863917.1003,1685.66211669148,,2.0,Continental,5.0,7.0,,0.5394177497837946,0.32000348376015875,23.72954793485523,,0.0,0.0,0.0,
1972,AUT,0,1,2,3,19,27,31,77,2.0,AUT,7544201.0,21973207929.0434,2912.59577111524,,2.0,Continental,5.0,7.0,4.46764993667603,0.39765642511380594,0.13652990540515056,10.300090488874439,,0.0,0.0,0.0,
1976,AUT,0,0,1,1,19,28,33,80,2.333333333333333,AUT,7565525.0,42791707448.0325,5656.1451383787,,2.0,Continental,5.0,7.0,5.2582597732544,0.13217853354525957,0.02336901375609817,1.7679885779710454,,0.0,0.0,0.0,
1980,AUT,1,2,1,4,19,28,34,81,2.6666666666666665,AUT,7549433.0,81737498404.5948,10826.9718274995,,2.0,Continental,5.0,7.0,5.02866983413696,0.5298411152201761,0.04893714730784009,3.694477148116681,,0.13246027880504402,0.012234286826960022,0.9236192870291703,
1984,AUT,1,1,1,3,20,30,35,85,2.6666666666666665,AUT,7561434.0,67719055773.3306,8955.84829191534,,2.0,Continental,5.0,7.0,5.31528997421265,0.39675014025117455,0.044300676755470544,3.349766434418248,,0.13225004675039154,0.014766892251823515,1.1165888114727491,
1988,AUT,1,0,0,1,21,31,36,88,2.6666666666666665,AUT,7585317.0,132817124707.456,17509.7658683817,,2.0,Continental,5.0,7.0,5.21114015579224,0.1318336465041606,0.007529149589728038,0.5711098637850734,,0.1318336465041606,0.007529149589728038,0.5711098637850734,
1992,AUT,0,2,0,2,22,31,36,89,2.6666666666666665,AUT,7840709.0,194314032056.098,24782.7118767063,0.841,2.0,Continental,5.0,7.0,5.31781005859375,0.2550789730877654,0.010292617464819036,0.807014183899638,2.3781212841854935,0.0,0.0,0.0,0.0
1996,AUT,0,1,2,3,22,33,36,91,2.0,AUT,7959017.0,235952581232.129,29645.9451251491,0.861,2.0,Continental,5.0,7.0,5.28883981704712,0.3769309702441897,0.012714419076639024,1.0119427757609438,3.4843205574912894,0.0,0.0,0.0,0.0
2000,AUT,2,1,0,3,22,34,38,94,2.0,AUT,8011566.0,196181599831.287,24487.2974685956,0.879,2.0,Continental,5.0,7.0,5.62036991119385,0.3744586264408232,0.015291953998641828,1.2251249872908316,3.4129692832764507,0.24963908429388212,0.010194635999094552,0.8167499915272212,2.2753128555176336
2004,AUT,2,4,1,7,24,35,38,97,2.6666666666666665,AUT,8171966.0,299210411454.823,36614.2506533707,0.895,2.0,Continental,5.0,7.0,5.34224987030029,0.8565870195739923,0.02339490783747982,1.9118239142101852,7.82122905027933,0.24473914844971212,0.006684259382137091,0.5462354040600529,2.2346368715083798
2008,AUT,0,1,2,3,26,39,39,104,4.333333333333333,AUT,8321496.0,429234399096.173,51581.3982361071,0.907,2.0,Continental,5.0,7.0,5.29851007461548,0.36051210022813207,0.006989188206530085,0.5816050170388737,3.3076074972436604,0.0,0.0,0.0,0.0
2012,AUT,0,0,0,0,26,40,41,107,4.333333333333333,AUT,8429991.0,406750487603.59,48250.4059142637,0.916,2.0,Continental,5.0,7.0,5.51611995697021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,AUT,0,0,1,1,26,40,41,107,3.333333333333333,AUT,8736668.0,393687359770.273,45061.4993920192,0.921,2.0,Continental,5.0,7.0,5.50954008102417,0.11446011225332128,0.002540086632660816,0.22191893600795473,1.0857763300760044,0.0,0.0,0.0,0.0
2020,AUT,1,1,5,7,26,40,42,108,1.3333333333333333,AUT,8916864.0,434397601557.696,48716.4098900349,0.925,2.0,Continental,5.0,7.0,5.57961988449097,0.7850293556120178,0.016114269450150893,1.4368874914635024,7.5675675675675675,0.11214705080171683,0.002302038492878699,0.2052696416376432,1.081081081081081
2024,AUT,2,0,3,5,27,41,47,115,2.6666666666666665,AUT,9177982.0,534790720466.822,58268.8787651601,,2.0,Continental,5.0,7.0,,0.5447820664716928,0.009349451680155314,0.8580909923033528,,0.21791282658867714,0.003739780672062126,0.34323639692134117,
1996,AZE,0,1,0,1,0,0,0,0,0.0,AZE,7763000.0,3176507376.31836,409.185543774103,0.622,2.0,Continental,5.0,7.0,3.51256990432739,0.1288161793121216,0.31481116885017957,24.438791037839422,1.607717041800643,0.0,0.0,0.0,0.0
2000,AZE,2,0,1,3,0,1,0,1,1.0,AZE,8048600.0,5272615722.96892,655.097249579917,0.652,2.0,Continental,5.0,7.0,3.85399007797241,0.3727356310414234,0.5689775545240667,45.794727453424024,4.601226993865031,0.2484904206942822,0.37931836968271115,30.52981830228269,3.067484662576687
2004,AZE,1,0,4,5,2,1,1,4,2.0,AZE,8306500.0,8680405740.94125,1045.0136328106,0.682,2.0,Continental,5.0,7.0,3.44770002365112,0.6019382411364593,0.5760099411502659,47.84626576164685,7.331378299120234,0.12038764822729187,0.11520198823005319,9.56925315232937,1.4662756598240467
2008,AZE,1,2,4,7,3,1,5,9,3.0,AZE,8763400.0,48851293785.4483,5574.46810432575,0.731,2.0,Continental,5.0,7.0,2.44092988967896,0.7987767304927311,0.14329200841114964,12.557251865102693,9.575923392612859,0.11411096149896159,0.02047028691587852,1.793893123586099,1.3679890560875514
2012,AZE,2,2,6,10,4,3,9,16,5.0,AZE,9295784.0,69679944504.1972,7495.86527658099,0.751,2.0,Continental,5.0,7.0,2.06763005256653,1.075756493481346,0.1435133175141614,13.340688007350625,13.315579227696405,0.2151512986962692,0.028702663502832283,2.668137601470125,2.663115845539281
2016,AZE,1,7,10,18,6,5,15,26,7.333333333333333,AZE,9757812.0,37866996882.9157,3880.6852276838,0.772,2.0,Continental,5.0,7.0,2.90340995788574,1.844675835115495,0.4753479674043279,46.38356100513558,23.316062176165804,0.10248199083974972,0.02640822041135155,2.57686450028531,1.2953367875647668
2020,AZE,0,3,4,7,7,12,25,44,11.666666666666666,AZE,10093121.0,42693000000.0,4229.91064904503,0.757,2.0,Continental,5.0,7.0,4.33204984664917,0.6935416706091209,0.16396130513198887,16.548812920150834,9.247027741083222,0.0,0.0,0.0,0.0
2024,AZE,2,2,3,7,7,15,29,51,11.666666666666666,AZE,10202830.0,74315882352.9412,7283.8499076179,,2.0,Continental,5.0,7.0,,0.6860841550824625,0.09419251683988061,9.610302365894398,,0.19602404430927498,0.02691214766853732,2.745800675969828,
1960,BAH,0,0,0,0,0,0,1,1,0.5,BHS,116317.0,169736027.157764,1459.25382495907,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1964,BAH,1,0,0,1,0,0,1,1,0.3333333333333333,BHS,141528.0,266560042.649607,1883.44386022276,,5.0,Tropical,26.0,0.0,,7.065739641625686,3.7514999999999974,5.309422920000001,,7.065739641625686,3.7514999999999974,5.309422920000001,
1968,BAH,0,0,0,0,1,0,1,2,0.6666666666666666,BHS,170089.0,453800000.0,2668.01498039262,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,BAH,0,0,0,0,1,0,1,2,0.3333333333333333,BHS,196055.0,590900000.0,3013.95016704496,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1976,BAH,0,0,0,0,1,0,1,2,0.3333333333333333,BHS,214501.0,642100000.0,2993.45923795227,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,BAH,0,0,0,0,1,0,1,2,0.0,BHS,248863.0,2041100000.0,8201.70133768379,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,BAH,0,0,0,0,1,0,1,2,0.0,BHS,266448.0,2817900000.0,10575.797153666,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,BAH,0,0,1,1,1,0,1,2,0.0,BHS,285927.0,3109000000.0,10873.4047501635,0.762,5.0,Tropical,26.0,0.0,,3.4973961885376337,0.32164683177870695,0.9196751366999039,1.3123359580052494,0.0,0.0,0.0,0.0
1996,BAH,0,1,0,1,1,0,2,3,0.3333333333333333,BHS,306268.0,3609000000.0,11783.797197226,0.779,5.0,Tropical,26.0,0.0,,3.2651142136951954,0.2770850651149903,0.8486228872263756,1.2836970474967908,0.0,0.0,0.0,0.0
2000,BAH,2,0,1,3,1,1,2,4,0.6666666666666666,BHS,323835.0,8076470000.0,24940.0775086078,0.787,5.0,Tropical,26.0,0.0,2.23284006118774,9.263977025336976,0.3714494079715519,1.2028831903046742,3.8119440914866582,6.175984683557985,0.24763293864770128,0.8019221268697828,2.5412960609911055
2004,BAH,1,0,1,2,3,1,3,7,1.6666666666666667,BHS,339782.0,9055290000.0,26650.2934234303,0.795,5.0,Tropical,26.0,0.0,,5.886126987303624,0.2208653726164485,0.7504607803836216,2.5157232704402515,2.943063493651812,0.11043268630822425,0.3752303901918108,1.2578616352201257
2008,BAH,0,1,1,2,4,1,4,9,2.0,BHS,358120.0,10526000000.0,29392.3824416397,0.801,5.0,Tropical,26.0,0.0,,5.584720205517703,0.19000570017100513,0.6804484134524029,2.4968789013732833,0.0,0.0,0.0,0.0
2012,BAH,1,0,0,1,4,2,5,11,2.333333333333333,BHS,375469.0,10720400000.0,28552.0242683151,0.805,5.0,Tropical,26.0,0.0,2.30391197238935,2.663335721457697,0.09328010148875042,0.3502378642587962,1.2422360248447204,2.663335721457697,0.09328010148875042,0.3502378642587962,1.2422360248447204
2016,BAH,1,0,1,2,5,2,5,12,1.6666666666666667,BHS,388055.0,11880900000.0,30616.5363157284,0.808,5.0,Tropical,26.0,0.0,2.58786212973921,5.15390859543106,0.1683374155156596,0.6532417577792936,2.4752475247524752,2.57695429771553,0.0841687077578298,0.3266208788896468,1.2376237623762376
2020,BAH,2,0,0,2,6,2,6,14,1.6666666666666667,BHS,395863.0,10363200000.0,26178.7537607708,0.797,5.0,Tropical,26.0,0.0,3.7125229961238,5.052252925885975,0.19299058205959552,0.7639783078585757,2.509410288582183,5.052252925885975,0.19299058205959552,0.7639783078585757,2.509410288582183
2024,BAH,0,0,0,0,8,2,6,16,1.6666666666666667,BHS,401283.0,15832800000.0,39455.4466548546,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,BAN,0,0,0,0,0,0,0,0,0.0,BGD,97814966.0,18920840000.0,193.435020976238,,4.0,Mediterranean/Subtropical,18.0,2.0,1.22302997112274,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,BAN,0,0,0,0,0,0,0,0,0.0,BGD,107216008.0,26579005558.3652,247.901465967332,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,BAN,0,0,0,0,0,0,0,0,0.0,BGD,115952192.0,31708874594.1645,273.465072520272,0.411,4.0,Mediterranean/Subtropical,18.0,2.0,1.63177001476288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,BAN,0,0,0,0,0,0,0,0,0.0,BGD,124862179.0,46438484107.5795,371.917937677345,0.442,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,BAN,0,0,0,0,0,0,0,0,0.0,BGD,134544304.0,53369787318.6245,396.670730249751,0.477,4.0,Mediterranean/Subtropical,18.0,2.0,2.12508010864258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,BAN,0,0,0,0,0,0,0,0,0.0,BGD,142902856.0,65108544250.0425,455.614016909798,0.511,4.0,Mediterranean/Subtropical,18.0,2.0,1.94014000892639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,BAN,0,0,0,0,0,0,0,0,0.0,BGD,149474264.0,91636997370.9772,613.06204104124,0.538,4.0,Mediterranean/Subtropical,18.0,2.0,2.0545699596405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,BAN,0,0,0,0,0,0,0,0,0.0,BGD,155070101.0,133310747603.483,859.680536375497,0.583,4.0,Mediterranean/Subtropical,18.0,2.0,2.17549991607666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,BAN,0,0,0,0,0,0,0,0,0.0,BGD,160811932.0,265224515675.034,1649.28380858601,0.632,4.0,Mediterranean/Subtropical,18.0,2.0,1.28183996677399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,BAN,0,0,0,0,0,0,0,0,0.0,BGD,166298024.0,373979442362.193,2248.85078828233,0.663,4.0,Mediterranean/Subtropical,18.0,2.0,2.13974351741877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,BAN,0,0,0,0,0,0,0,0,0.0,BGD,173562364.0,450119432068.852,2593.41611680774,,4.0,Mediterranean/Subtropical,18.0,2.0,2.0343847791384,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,BAR,0,0,0,0,0,0,0,0,0.0,BRB,248540.0,125733668.5,505.889066146294,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,BAR,0,0,0,0,0,0,0,0,0.0,BRB,249658.0,213725216.665339,856.071973120587,,5.0,Tropical,26.0,0.0,6.79071998596191,0.0,0.0,0.0,,0.0,0.0,0.0,
1976,BAR,0,0,0,0,0,0,0,0,0.0,BRB,251442.0,435911268.58968,1733.64540764741,,5.0,Tropical,26.0,0.0,5.94479990005493,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,BAR,0,0,0,0,0,0,0,0,0.0,BRB,254920.0,1346890071.09829,5283.57944099441,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,BAR,0,0,0,0,0,0,0,0,0.0,BRB,257763.0,1812757917.76463,7032.65370811416,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,BAR,0,0,0,0,0,0,0,0,0.0,BRB,260267.0,1957000000.0,7519.20143544898,0.732,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,BAR,0,0,0,0,0,0,0,0,0.0,BRB,262284.0,2363645403.47039,9011.77884838722,0.748,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,BAR,0,0,1,1,0,0,0,0,0.0,BRB,262063.0,3059500000.0,11674.6736471764,0.762,5.0,Tropical,26.0,0.0,4.71585988998413,3.8158763350797327,0.32685079261317207,0.8565549926458603,1.3123359580052494,0.0,0.0,0.0,0.0
2004,BAR,0,0,0,0,0,0,1,1,0.3333333333333333,BRB,267298.0,3444500000.0,12886.3665272467,0.775,5.0,Tropical,26.0,0.0,6.02428007125854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,BAR,0,0,0,0,0,0,1,1,0.3333333333333333,BRB,272714.0,4790410400.0,17565.6929970592,0.794,5.0,Tropical,26.0,0.0,4.92074012756348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,BAR,0,0,0,0,0,0,1,1,0.3333333333333333,BRB,276938.0,5761450000.0,20804.1150004694,0.797,5.0,Tropical,26.0,0.0,4.58823013305664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,BAR,0,0,0,0,0,0,1,1,0.0,BRB,279598.0,5674600000.0,20295.5672072046,0.803,5.0,Tropical,26.0,0.0,4.19719982147217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,BAR,0,0,0,0,0,0,1,1,0.0,BRB,281698.0,5407050000.0,19194.4919736739,0.803,5.0,Tropical,26.0,0.0,3.86529994010925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,BAR,0,0,0,0,0,0,1,1,0.0,BRB,282467.0,7498050000.0,26544.8707282621,,5.0,Tropical,26.0,0.0,3.55593188106322,0.0,0.0,0.0,,0.0,0.0,0.0,
1996,BDI,1,0,0,1,0,0,0,0,0.0,BDI,6070506.0,869033856.317093,143.156741187159,0.317417941,5.0,Tropical,26.0,0.0,4.08324003219604,0.16473091369978055,1.150703154694033,69.85350404789033,3.150420536563181,0.16473091369978055,1.150703154694033,69.85350404789033,3.150420536563181
2000,BDI,0,0,0,0,1,0,0,1,1.0,BDI,6470194.0,870486065.883137,134.537861752389,0.308,5.0,Tropical,26.0,0.0,2.64547991752625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,BDI,0,0,0,0,1,0,0,1,0.5,BDI,7310656.0,915257323.3961,125.194965184533,0.344,5.0,Tropical,26.0,0.0,3.74496006965637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,BDI,0,0,0,0,1,0,0,1,0.3333333333333333,BDI,8505637.0,1611835857.04588,189.502074570768,0.401,5.0,Tropical,26.0,0.0,5.19290018081665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,BDI,0,0,0,0,1,0,0,1,0.0,BDI,10071028.0,2327402362.81574,231.098787811507,0.425,5.0,Tropical,26.0,0.0,6.16777992248535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,BDI,0,1,0,1,1,0,0,1,0.0,BDI,11239451.0,2618093125.14687,232.937812100153,0.436,5.0,Tropical,26.0,0.0,4.69199991226196,0.08897231724218559,0.38195738356094644,42.92991296621452,2.293577981651376,0.0,0.0,0.0,0.0
2020,BDI,0,0,0,0,1,1,0,2,0.3333333333333333,BDI,12617036.0,3227847281.31544,255.8324539389,0.435,5.0,Tropical,26.0,0.0,5.32158506838731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,BDI,0,0,0,0,1,1,0,2,0.3333333333333333,BDI,14047786.0,3082433067.32634,219.424830882698,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1960,BEL,0,2,2,4,34,41,39,114,4.333333333333333,BEL,9153489.0,11810619368.3874,1290.28607216192,,3.0,Temperate,12.0,4.0,,0.43699183994212476,0.33867825854302785,31.000877141127766,,0.0,0.0,0.0,
1964,BEL,2,0,1,3,34,43,41,118,3.333333333333333,BEL,9378113.0,16168044450.2523,1724.01894179056,,3.0,Temperate,12.0,4.0,,0.31989377820463455,0.18555119694473535,17.40120092232984,,0.2132625188030897,0.12370079796315689,11.600800614886557,
1968,BEL,0,1,1,2,36,43,42,121,3.0,BEL,9618756.0,21654856965.4281,2251.31575906782,,3.0,Temperate,12.0,4.0,,0.20792709576997276,0.09235803326676287,8.883693866328729,,0.0,0.0,0.0,
1972,BEL,0,2,0,2,36,44,43,123,3.0,BEL,9711115.0,37209418018.5134,3831.63189999433,,3.0,Temperate,12.0,4.0,,0.20594957427648627,0.05374983287846394,5.219708083135438,,0.0,0.0,0.0,
1976,BEL,0,3,3,6,36,46,43,125,2.333333333333333,BEL,9818227.0,71113882967.6071,7243.04734119583,,3.0,Temperate,12.0,4.0,5.73104000091553,0.6111082988812543,0.08437171125549486,8.283806134849033,,0.0,0.0,0.0,
1980,BEL,1,0,0,1,36,49,46,131,3.333333333333333,BEL,9859242.0,126829314388.191,12864.0025661396,,3.0,Temperate,12.0,4.0,5.31063985824585,0.10142767567729852,0.007884612518989613,0.7773630290094797,,0.10142767567729852,0.007884612518989613,0.7773630290094797,
1984,BEL,1,1,2,4,37,49,46,132,3.0,BEL,9855372.0,83349530159.1734,8457.26880316374,,3.0,Temperate,12.0,4.0,,0.405870016880134,0.04799067244123826,4.72965929438551,,0.1014675042200335,0.011997668110309565,1.1824148235963774,
1988,BEL,0,0,2,2,38,50,48,136,3.6666666666666665,BEL,9901664.0,162299103675.261,16391.093827791,,3.0,Temperate,12.0,4.0,4.30072021484375,0.20198625200774334,0.012322926958375169,1.220174822383734,,0.0,0.0,0.0,
1992,BEL,0,1,2,3,38,50,50,138,2.333333333333333,BEL,10045158.0,234781652446.675,23372.619171015,0.845,3.0,Temperate,12.0,4.0,,0.2986513502326195,0.012777829820758153,1.2835531944662748,3.5502958579881656,0.0,0.0,0.0,0.0
1996,BEL,2,2,2,6,38,51,52,141,3.0,BEL,10156637.0,279201433224.756,27489.5551770488,0.881,3.0,Temperate,12.0,4.0,3.04947996139526,0.5907467205926529,0.02148986103223197,2.182647176848259,6.810442678774121,0.1969155735308843,0.00716328701074399,0.7275490589494196,2.2701475595913734
2000,BEL,0,2,3,5,40,53,54,147,3.6666666666666665,BEL,10251250.0,236792460312.471,23098.8865077401,0.894,3.0,Temperate,12.0,4.0,,0.48774539690281676,0.02111553718138663,2.1646065053069,5.592841163310962,0.0,0.0,0.0,0.0
2004,BEL,1,0,2,3,40,55,57,152,4.666666666666667,BEL,10421137.0,369214712443.206,35429.4077933344,0.909,3.0,Temperate,12.0,4.0,,0.28787645724262145,0.008125353348321599,0.8467542041626822,3.3003300330033003,0.09595881908087381,0.0027084511161071996,0.2822514013875607,1.1001100110011002
2008,BEL,1,1,0,2,41,55,59,155,4.666666666666667,BEL,10709973.0,517328087920.078,48303.397956286,0.917,3.0,Temperate,12.0,4.0,6.33294010162354,0.1867418339896842,0.003866018580280489,0.4140495461230235,2.1810250817884405,0.0933709169948421,0.0019330092901402446,0.20702477306151176,1.0905125408942202
2012,BEL,0,1,2,3,42,56,59,157,3.333333333333333,BEL,11106932.0,498414364944.961,44874.1709182123,0.923,3.0,Temperate,12.0,4.0,6.56626987457275,0.2701015906102603,0.006019088154353826,0.6685360283241337,3.2502708559046587,0.0,0.0,0.0,0.0
2016,BEL,2,2,2,6,42,57,61,160,2.6666666666666665,BEL,11331422.0,474271566739.729,41854.5498296444,0.936,3.0,Temperate,12.0,4.0,6.48613023757935,0.5295010635028861,0.012650979777779263,1.4335359057548311,6.41025641025641,0.176500354500962,0.004216993259259754,0.47784530191827707,2.1367521367521367
2020,BEL,3,1,3,7,44,59,63,166,3.6666666666666665,BEL,11538604.0,529694473501.791,45906.2875805246,0.939,3.0,Temperate,12.0,4.0,6.75470018386841,0.6066591764480348,0.013215165251249938,1.5248455862873342,7.454739084132056,0.25999678990630065,0.005663642250535688,0.6535052512660003,3.194888178913738
2024,BEL,3,1,6,10,47,60,66,173,5.333333333333333,BEL,11858610.0,671370081636.406,56614.5679499036,,3.0,Temperate,12.0,4.0,,0.8432691521181656,0.014894914553871498,1.7663298267768601,,0.2529807456354497,0.00446847436616145,0.529898948033058,
1972,BEN,0,0,0,0,0,0,0,0,0.0,BEN,3207543.0,410331856.991218,127.927157014331,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
1980,BEN,0,0,0,0,0,0,0,0,0.0,BEN,3925251.0,1405251846.54048,358.003054209903,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,BEN,0,0,0,0,0,0,0,0,0.0,BEN,4405895.0,1051134008.78979,238.574457355381,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,BEN,0,0,0,0,0,0,0,0,0.0,BEN,4967341.0,1620246083.79478,326.179757700303,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,BEN,0,0,0,0,0,0,0,0,0.0,BEN,5617844.0,1695315305.70308,301.77329696287,0.363,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,BEN,0,0,0,0,0,0,0,0,0.0,BEN,6391858.0,2361116449.39308,369.394384135736,0.389,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,BEN,0,0,0,0,0,0,0,0,0.0,BEN,7221619.0,3519991440.47913,487.424141384242,0.415,,,,,2.11366009712219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,BEN,0,0,0,0,0,0,0,0,0.0,BEN,8159094.0,6190270380.49856,758.695803786371,0.449,,,,,2.56690001487732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,BEN,0,0,0,0,0,0,0,0,0.0,BEN,9228466.0,9787734526.23965,1060.60254502099,0.475,,,,,2.77728009223938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,BEN,0,0,0,0,0,0,0,0,0.0,BEN,10397657.0,11141358115.8991,1071.5258366283,0.497,,,,,3.56202006340027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,BEN,0,0,0,0,0,0,0,0,0.0,BEN,11697842.0,11821065853.3838,1010.5338961993,0.51,,,,,2.89910006523132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,BEN,0,0,0,0,0,0,0,0,0.0,BEN,13070169.0,15686741883.934,1200.19426557789,0.504,,,,,2.89898431911618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,BEN,0,0,0,0,0,0,0,0,0.0,BEN,14462724.0,21482643706.4249,1485.38018885134,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
1960,BER,0,0,0,0,0,0,0,0,0.0,BMU,42208.0,72400000.0,1715.31463229719,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
