Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI
1996,SUI,4,3,0,7,45,67,58,170,4.333333333333333,CHE,7071850.0,340103959546.926,48092.6433036512,0.875,2.0,Continental,5.0,7.0,4.92260980606079,0.9898399994343771,0.020581942090074877,1.4555240716969615,8.0,0.5656228568196441,0.011761109765757073,0.8317280409696922,4.571428571428571
2000,SUI,1,6,2,9,49,70,58,177,4.0,CHE,7184250.0,279216033870.204,38865.021939688,0.892,2.0,Continental,5.0,7.0,4.65878009796143,1.2527403695584092,0.032233105940412184,2.3157069135240658,10.089686098654708,0.1391933743953788,0.003581456215601353,0.25730076816934067,1.1210762331838564
2004,SUI,1,1,3,5,50,76,60,186,5.666666666666667,CHE,7389625.0,403912891033.374,54659.4571488233,0.906,2.0,Continental,5.0,7.0,5.3142900466919,0.6766243212612277,0.012378906717257672,0.9147547855051538,5.518763796909492,0.13532486425224555,0.0024757813434515344,0.18295095710103074,1.1037527593818983
2008,SUI,2,1,4,7,51,77,63,191,7.0,CHE,7647675.0,567267767519.158,74175.1927898555,0.934,2.0,Continental,5.0,7.0,4.75725984573364,0.9153108624516602,0.012339851478981827,0.943711736595223,7.494646680942184,0.2615173892719029,0.003525671851137665,0.2696319247414923,2.141327623126338
2012,SUI,2,2,0,4,53,78,67,198,7.0,CHE,7996861.0,686420221557.99,85836.2076767359,0.949,2.0,Continental,5.0,7.0,4.89862012863159,0.5001962645092868,0.005827334152424985,0.46600381217495424,4.214963119072708,0.2500981322546434,0.0029136670762124925,0.23300190608747712,2.107481559536354
2016,SUI,3,2,2,7,55,80,67,202,5.333333333333333,CHE,8373338.0,687895460902.713,82153.0745447889,0.959,2.0,Continental,5.0,7.0,4.98163986206055,0.8359867952302893,0.010175964805486612,0.8520679279244359,7.299270072992701,0.3582800550986954,0.004361127773779977,0.3651719691104725,3.1282586027111576
2020,SUI,3,4,6,13,58,82,69,209,6.0,CHE,8638167.0,741999406005.627,85897.7843338323,0.963,2.0,Continental,5.0,7.0,5.27676010131836,1.5049489087210284,0.01752022965891891,1.5134266967209455,13.499480789200415,0.34729590201254507,0.0040431299212889795,0.34925231462791045,3.115264797507788
2024,SUI,1,2,5,8,61,86,75,222,8.0,CHE,9005582.0,936564198048.516,103998.186685604,,2.0,Continental,5.0,7.0,,0.8883379219688411,0.008541859721596557,0.7692441815533505,,0.11104224024610514,0.0010677324651995697,0.09615552269416881,
1968,SUR,0,0,0,0,0,0,0,0,0.0,SUR,354616.0,241350000.0,680.595348207639,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,SUR,0,0,0,0,0,0,0,0,0.0,SUR,397413.0,311950000.0,784.951674957789,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1976,SUR,0,0,0,0,0,0,0,0,0.0,SUR,388289.0,505500000.0,1301.86536317022,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,SUR,0,0,0,0,0,0,0,0,0.0,SUR,382193.0,864000000.0,2260.63794993629,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,SUR,1,0,0,1,0,0,0,0,0.0,SUR,402227.0,1161000000.0,2886.42980207694,,5.0,Tropical,26.0,0.0,,2.4861583135890926,0.8613264427217915,3.4644875107665762,,2.4861583135890926,0.8613264427217915,3.4644875107665762,
1992,SUR,0,0,1,1,1,0,0,1,0.3333333333333333,SUR,417589.0,404600000.0,968.895253466926,,5.0,Tropical,26.0,0.0,,2.3946990940853325,2.4715768660405337,10.321033119130002,,0.0,0.0,0.0,
1996,SUR,0,0,0,0,1,0,1,2,0.6666666666666666,SUR,438830.0,861372806.2082,1962.88495820295,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2000,SUR,0,0,0,0,1,0,1,2,0.6666666666666666,SUR,476643.0,947671969.69697,1988.22172925433,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2004,SUR,0,0,0,0,1,0,1,2,0.3333333333333333,SUR,513923.0,1484092538.40527,2887.7721728844,0.679,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,SUR,0,0,0,0,1,0,1,2,0.0,SUR,537245.0,3532969034.60838,6576.08546307249,0.701,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,SUR,0,0,0,0,1,0,1,2,0.0,SUR,562633.0,4980000000.0,8851.24050668908,0.711,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,SUR,0,0,0,0,1,0,1,2,0.0,SUR,587757.0,3317421648.09918,5644.2061057532,0.716,5.0,Tropical,26.0,0.0,5.64051904970974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SUR,0,0,0,0,1,0,1,2,0.0,SUR,612317.0,2911807496.20227,4755.39221710693,0.714,5.0,Tropical,26.0,0.0,4.58425708265782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,SUR,0,0,0,0,1,0,1,2,0.0,SUR,634431.0,4416775112.09627,6961.78955961526,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1996,SVK,1,1,1,3,0,0,0,0,0.0,SVK,5373361.0,28197790874.5247,5247.70081044708,0.74,2.0,Continental,5.0,7.0,4.08450984954834,0.5583097804149023,0.10639131318298947,5.71678932996261,4.054054054054054,0.18610326013830078,0.03546377106099649,1.9055964433208696,1.3513513513513513
2000,SVK,1,3,1,5,1,1,1,3,3.0,SVK,5388720.0,29215726004.7765,5421.6448441887,0.774,2.0,Continental,5.0,7.0,3.86823010444641,0.9278641309995694,0.17114070686391794,9.22229349891731,6.459948320413437,0.18557282619991392,0.03422814137278359,1.8444586997834622,1.2919896640826873
2004,SVK,2,2,2,6,2,4,2,8,4.0,SVK,5372280.0,57215475076.2986,10650.1290097126,0.806,2.0,Continental,5.0,7.0,4.11747980117798,1.116844244901606,0.10486673390370026,5.633734572161688,7.444168734491314,0.372281414967202,0.03495557796790009,1.8779115240538962,2.4813895781637716
2008,SVK,3,2,1,6,4,6,4,14,4.666666666666667,SVK,5379233.0,100830060552.902,18744.3192278346,0.842,2.0,Continental,5.0,7.0,3.52339005470276,1.1154006528440021,0.059506063639146685,3.200969812277967,7.125890736342043,0.5577003264220011,0.029753031819573342,1.6004849061389834,3.5629453681710217
2012,SVK,0,1,3,4,7,8,5,20,5.666666666666667,SVK,5407579.0,94724394278.052,17516.9691054078,0.856,2.0,Continental,5.0,7.0,3.85490989685059,0.7397025545072943,0.04222777068659298,2.2835000598163577,4.672897196261682,0.0,0.0,0.0,0.0
2016,SVK,2,2,0,4,7,9,8,24,5.333333333333333,SVK,5430798.0,90347173228.6356,16636.0769133073,0.864,2.0,Continental,5.0,7.0,3.88375997543335,0.7365400075642659,0.044273659673639866,2.4044130240828445,4.62962962962963,0.3682700037821329,0.022136829836819933,1.2022065120414223,2.314814814814815
2020,SVK,1,2,1,4,9,11,8,28,4.666666666666667,SVK,5458827.0,107732602896.441,19735.4858280801,0.867,2.0,Continental,5.0,7.0,4.720290184021,0.7327581548197076,0.03712896460735325,2.0268059448066427,4.61361014994233,0.1831895387049269,0.009282241151838313,0.5067014862016607,1.1534025374855825
2024,SVK,0,0,1,1,10,13,9,32,4.0,SVK,5422069.0,140934076532.375,25992.6748502048,,2.0,Continental,5.0,7.0,,0.18443144120814398,0.007095516035614585,0.3847237753570872,,0.0,0.0,0.0,
1960,SWE,1,2,3,6,118,113,138,369,33.333333333333336,SWE,7484656.0,15930075466.8898,2128.36441205712,,1.0,Arctic/Subarctic,-5.0,10.0,,0.8016400486542067,0.37664604994940715,28.190661176301305,,0.13360667477570112,0.06277434165823452,4.698443529383551,
1964,SWE,2,2,4,8,119,115,141,375,20.0,SWE,7661354.0,22685490195.3119,2961.02884624727,,1.0,Arctic/Subarctic,-5.0,10.0,,1.0442018473496983,0.3526483197463923,27.017636150823012,,0.2610504618374246,0.08816207993659808,6.754409037705753,
1968,SWE,2,1,1,4,121,117,145,383,11.0,SWE,7912273.0,31277871668.8452,3953.08297234501,,1.0,Arctic/Subarctic,-5.0,10.0,,0.5055437293430093,0.12788593937432965,10.118684651911462,,0.25277186467150464,0.06394296968716483,5.059342325955731,
1972,SWE,4,6,6,16,123,118,146,387,6.0,SWE,8122300.0,48883173399.9664,6018.39052977191,,1.0,Arctic/Subarctic,-5.0,10.0,,1.9698853772946088,0.32731099245719175,26.5851807403505,,0.4924713443236522,0.08182774811429794,6.646295185087625,
1976,SWE,4,1,0,5,127,124,152,403,9.333333333333334,SWE,8222286.0,89232517045.8459,10852.5192441428,,1.0,Arctic/Subarctic,-5.0,10.0,,0.6081033911980196,0.056033385200050995,4.607225186629863,,0.48648271295841566,0.0448267081600408,3.6857801493038904,
1980,SWE,3,3,6,12,131,125,152,408,8.333333333333334,SWE,8310531.0,141886067003.972,17073.0446711494,,1.0,Arctic/Subarctic,-5.0,10.0,6.54646015167236,1.4439510543911094,0.08457490050565761,7.028623324741837,,0.36098776359777734,0.021143725126414402,1.7571558311854591,
1984,SWE,2,11,6,19,134,128,158,420,11.0,SWE,8336605.0,109043045407.287,13080.0302290066,,1.0,Arctic/Subarctic,-5.0,10.0,,2.2791052232893367,0.1742431159092544,14.525960313046625,,0.23990581297782493,0.018341380622026778,1.5290484540049079,
1988,SWE,0,4,7,11,136,139,164,439,12.0,SWE,8436489.0,206686590775.558,24499.1240758517,,1.0,Arctic/Subarctic,-5.0,10.0,,1.3038599350985938,0.05322067560708355,4.489956443317286,,0.0,0.0,0.0,
1992,SWE,1,7,4,12,136,143,171,450,14.0,SWE,8668067.0,283908914454.48,32753.4287003642,0.829,1.0,Arctic/Subarctic,-5.0,10.0,5.26607990264893,1.3843916988643488,0.04226707718233341,3.663738569106375,14.475271411338964,0.1153659749053624,0.0035222564318611177,0.30531154742553124,1.2062726176115803
1996,SWE,2,4,2,8,137,150,175,462,14.0,SWE,8840998.0,291949597375.485,33022.2444768661,0.877,1.0,Arctic/Subarctic,-5.0,10.0,6.83373022079468,0.9048752188384162,0.02740199017884229,2.4226094036716495,9.122006841505131,0.22621880470960404,0.006850497544710572,0.6056523509179124,2.280501710376283
2000,SWE,4,5,3,12,139,154,177,470,10.333333333333334,SWE,8872109.0,262903560280.282,29632.5890811623,0.912,1.0,Arctic/Subarctic,-5.0,10.0,6.7383599281311,1.3525532655200698,0.04564411370925056,4.049595520368657,13.157894736842104,0.45085108850668987,0.015214704569750185,1.3498651734562188,4.385964912280701
2004,SWE,4,2,1,7,143,159,180,482,10.666666666666666,SWE,8993531.0,384545442175.019,42758.0048564929,0.908,1.0,Arctic/Subarctic,-5.0,10.0,6.6729998588562,0.7783372292818026,0.018203310278253344,1.6371203529008989,7.709251101321586,0.44476413101817297,0.010401891587573339,0.9354973445147992,4.405286343612334
2008,SWE,0,4,1,5,147,161,181,489,9.0,SWE,9219637.0,514614100832.941,55817.1759726485,0.913,1.0,Arctic/Subarctic,-5.0,10.0,6.38263988494873,0.5423207009126282,0.009716018258938358,0.8957816143278364,5.476451259583789,0.0,0.0,0.0,0.0
2012,SWE,1,4,3,8,147,165,182,494,8.0,SWE,9519374.0,549739674655.127,57749.5615420853,0.92,1.0,Arctic/Subarctic,-5.0,10.0,7.57456016540527,0.840391395484619,0.014552342442845716,1.3852919028952206,8.695652173913043,0.10504892443557738,0.0018190428053557145,0.17316148786190258,1.0869565217391304
2016,SWE,2,6,3,11,148,169,185,502,6.666666666666667,SWE,9923085.0,513058312950.939,51703.5088332851,0.947,1.0,Arctic/Subarctic,-5.0,10.0,7.63990020751953,1.1085262294941545,0.021440058025240245,2.1275151818939113,11.615628299894404,0.2015502235443917,0.0038981923682254982,0.38682094216252927,2.111932418162619
2020,SWE,3,6,0,9,150,175,188,513,8.0,SWE,10353442.0,544265668451.678,52568.5726980146,0.951,1.0,Arctic/Subarctic,-5.0,10.0,7.95333003997803,0.8692761305853648,0.01653604208695198,1.712049526568164,9.46372239747634,0.28975871019512156,0.005512014028983993,0.5706831755227213,3.1545741324921135
2024,SWE,4,4,3,11,153,181,188,522,9.333333333333334,SWE,10569709.0,603715224265.798,57117.4877440616,,1.0,Arctic/Subarctic,-5.0,10.0,,1.0407098246508015,0.018220511191145688,1.9258550112165342,,0.37843993623665517,0.006625640433143886,0.7003109131696488,
1972,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,465788.0,146736479.235097,315.028466244508,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,680783.0,494483408.878468,726.345118603826,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,799798.0,692026454.737872,865.25154443731,,,,,,5.51155996322632,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,943416.0,1284759927.54594,1361.8169795148,0.558,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,989841.0,1602741833.70552,1619.19119707662,0.532,,,,,4.93815994262695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,1041414.0,1697161557.89452,1629.67038842815,0.493,,,,,5.50848007202148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,1073159.0,2710331785.24986,2525.5640452625,0.467,,,,,5.40160989761353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,1098091.0,3235921170.5095,2946.8606613746,0.507,,,,,6.61812019348145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,1123863.0,4747813067.26006,4224.54789174487,0.562,,,,,5.59328219778155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,1149507.0,3722306116.72872,3238.17611961364,0.619,,,,,5.43355309210979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,1192729.0,4134677809.50096,3466.56936278145,0.657,,,,,5.32546270122803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,SWZ,0,0,0,0,0,0,0,0,0.0,SWZ,1242822.0,4858885840.77236,3909.55892378182,,,,,,6.03082905337534,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,SYR,0,0,0,0,0,0,0,0,0.0,SYR,5978742.0,1753746429.62092,293.330341001656,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,SYR,0,0,0,0,0,0,0,0,0.0,SYR,6826024.0,3059681697.61273,448.237758556479,,3.0,Temperate,12.0,4.0,3.5835599899292,0.0,0.0,0.0,,0.0,0.0,0.0,
1980,SYR,0,0,0,0,0,0,0,0,0.0,SYR,8957663.0,13062420382.1656,1458.23976434095,,3.0,Temperate,12.0,4.0,4.57553005218506,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,SYR,0,1,0,1,0,0,0,0,0.0,SYR,10258398.0,17503078174.0039,1706.21944810524,,3.0,Temperate,12.0,4.0,6.13389015197754,0.09748110767392724,0.05713280773008431,5.8609108055268155,,0.0,0.0,0.0,
1988,SYR,0,0,0,0,0,1,0,1,0.3333333333333333,SYR,11782264.0,10577041644.9944,897.70876335774,,3.0,Temperate,12.0,4.0,3.61585998535156,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,SYR,0,0,0,0,0,1,0,1,0.3333333333333333,SYR,13385571.0,13253565861.1424,990.138251191708,0.582,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,SYR,1,0,0,1,0,1,0,1,0.3333333333333333,SYR,15018104.0,13789560878.2435,918.195857362788,0.59,3.0,Temperate,12.0,4.0,3.699049949646,0.06658630143991545,0.07251862541741641,10.890922584558018,1.6949152542372883,0.06658630143991545,0.07251862541741641,10.890922584558018,1.6949152542372883
2000,SYR,0,0,0,0,1,1,0,2,0.3333333333333333,SYR,16637888.0,18937052543.4373,1138.1884854278,0.594,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,SYR,0,0,1,1,1,1,0,2,0.3333333333333333,SYR,18336875.0,25086950495.0495,1368.1148230028,0.635,3.0,Temperate,12.0,4.0,5.37147998809815,0.05453491939057228,0.039861361395731765,7.309328012433599,1.574803149606299,0.0,0.0,0.0,0.0
2008,SYR,0,0,0,0,1,1,1,3,0.6666666666666666,SYR,21636564.0,52557913568.9549,2429.12477087189,0.66,3.0,Temperate,12.0,4.0,4.59525012969971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,SYR,0,0,0,0,1,1,1,3,0.3333333333333333,SYR,22759763.0,43190318032.5627,1897.66115018696,0.626,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,SYR,0,0,0,0,1,1,1,3,0.3333333333333333,SYR,19193834.0,12597854877.4254,656.3490586313,0.552,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,SYR,0,0,1,1,1,1,1,3,0.0,SYR,21049429.0,12047752036.091,572.355289831901,0.57,3.0,Temperate,12.0,4.0,,0.04750722691812685,0.08300303633444127,17.471665201062383,1.7543859649122808,0.0,0.0,0.0,0.0
2024,SYR,0,0,0,0,1,1,2,4,0.3333333333333333,SYR,24672760.0,,,,3.0,Temperate,12.0,4.0,,0.0,,,,0.0,,,
1964,TAN,0,0,0,0,0,0,0,0,0.0,TZA,11127826.0,3748840925.06363,346.301818847656,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,TAN,0,0,0,0,0,0,0,0,0.0,TZA,12602076.0,4895251824.05927,399.301635742188,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,TAN,0,0,0,0,0,0,0,0,0.0,TZA,14479308.0,3472787266.0964,246.546295166016,,5.0,Tropical,26.0,0.0,1.74755001068115,0.0,0.0,0.0,,0.0,0.0,0.0,
1980,TAN,0,2,0,2,0,0,0,0,0.0,TZA,19189769.0,11409228086.7463,611.211791992188,,5.0,Tropical,26.0,0.0,2.62531995773315,0.10422220298743565,0.17529669709411191,32.7218817798195,,0.0,0.0,0.0,
1984,TAN,0,0,0,0,0,2,0,2,0.6666666666666666,TZA,21779066.0,12906635133.1557,609.331420898438,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,TAN,0,0,0,0,0,2,0,2,0.6666666666666666,TZA,24769686.0,7406614407.46127,307.50634765625,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,TAN,0,0,0,0,0,2,0,2,0.6666666666666666,TZA,27457588.0,6681997469.31292,250.329925537109,0.381,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,TAN,0,0,0,0,0,2,0,2,0.0,TZA,30945762.0,9433528150.36609,313.658386230469,0.383,5.0,Tropical,26.0,0.0,1.74417996406555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,TAN,0,0,0,0,0,2,0,2,0.0,TZA,34260139.0,13371767081.7428,401.698150634766,0.414,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,TAN,0,0,0,0,0,2,0,2,0.0,TZA,38109668.0,16673062473.3981,450.385284423828,0.455,5.0,Tropical,26.0,0.0,3.56244993209839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,TAN,0,0,0,0,0,2,0,2,0.0,TZA,42570728.0,27947821397.9272,675.977233886719,0.495,5.0,Tropical,26.0,0.0,4.18591022491455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,TAN,0,0,0,0,0,2,0,2,0.0,TZA,47374260.0,39650394362.9287,861.969909667969,0.519,5.0,Tropical,26.0,0.0,4.22964300342458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,TAN,0,0,0,0,0,2,0,2,0.0,TZA,53824013.0,49774409374.4538,953.0107421875,0.52,5.0,Tropical,26.0,0.0,4.10196721791864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,TAN,0,0,0,0,0,2,0,2,0.0,TZA,60972798.0,66068737786.0639,1117.41528320313,0.554,5.0,Tropical,26.0,0.0,3.23097255920833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,TAN,0,0,0,0,0,2,0,2,0.0,TZA,68560157.0,78844405385.2195,1186.71691894531,,5.0,Tropical,26.0,0.0,3.15504437906936,0.0,0.0,0.0,,0.0,0.0,0.0,
1960,TCH,3,2,3,8,21,26,19,66,10.0,,,,,,,,,,,,,,,,,,
1964,TCH,5,6,3,14,24,28,22,74,9.0,,,,,,,,,,,,,,,,,,
1968,TCH,7,2,4,13,29,34,25,88,9.333333333333334,,,,,,,,,,,,,,,,,,
1972,TCH,2,4,2,8,36,36,29,101,11.666666666666666,,,,,,,,,,,,,,,,,,
1976,TCH,2,2,4,8,38,40,31,109,11.666666666666666,,,,,,,,,,,,,,,,,,
1980,TCH,2,3,9,14,40,42,35,117,9.666666666666666,,,,,,,,,,,,,,,,,,
1988,TCH,3,3,2,8,42,45,44,131,10.0,,,,,,,,,,,,,,,,,,
1992,TCH,4,2,1,7,45,48,46,139,10.0,,,,,,,,,,,,,,,,,,
1984,TGA,0,0,0,0,0,0,0,0,0.0,TON,97990.0,64248354.5414656,655.66235882708,,5.0,Tropical,26.0,0.0,10.3465099334717,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,TGA,0,0,0,0,0,0,0,0,0.0,TON,98969.0,106657267.367342,1077.6835915018,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,TGA,0,0,0,0,0,0,0,0,0.0,TON,100022.0,137066290.550071,1370.36142598699,0.654,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,TGA,0,1,0,1,0,0,0,0,0.0,TON,100275.0,222100576.345483,2214.91474789811,0.678,5.0,Tropical,26.0,0.0,,9.972575417601595,4.502464678184693,4.5148464560497015,1.4749262536873156,0.0,0.0,0.0,0.0
2000,TGA,0,0,0,0,0,1,0,1,0.3333333333333333,TON,102677.0,204848487.806485,1995.07667546271,0.688,5.0,Tropical,26.0,0.0,4.87807989120483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,TGA,0,0,0,0,0,1,0,1,0.3333333333333333,TON,105071.0,230678011.42199,2195.44890047673,0.705,5.0,Tropical,26.0,0.0,3.91376996040344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,TGA,0,0,0,0,0,1,0,1,0.3333333333333333,TON,107020.0,344438844.333518,3218.45303993196,0.717,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,TGA,0,0,0,0,0,1,0,1,0.0,TON,107460.0,471122971.305043,4384.17058724217,0.735,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,TGA,0,0,0,0,0,1,0,1,0.0,TON,105524.0,420828262.317922,3987.98626206287,0.749,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,TGA,0,0,0,0,0,1,0,1,0.0,TON,105704.0,506571467.895978,4792.35854741522,0.765,5.0,Tropical,26.0,0.0,5.04883511346915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,TGA,0,0,0,0,0,1,0,1,0.0,TON,104175.0,,,,5.0,Tropical,26.0,0.0,,0.0,,,,0.0,,,
1960,THA,0,0,0,0,0,0,0,0,0.0,THA,26851747.0,2760750860.62197,102.814571454958,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1964,THA,0,0,0,0,0,0,0,0,0.0,THA,30232141.0,3889129942.30769,128.642226903734,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,THA,0,0,0,0,0,0,0,0,0.0,THA,34002560.0,6081009427.88461,178.839752885801,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,THA,0,0,0,0,0,0,0,0,0.0,THA,37933929.0,8177873151.04224,215.582022917854,,4.0,Mediterranean/Subtropical,18.0,2.0,3.02915000915527,0.0,0.0,0.0,,0.0,0.0,0.0,
1976,THA,0,0,1,1,0,0,0,0,0.0,THA,41896504.0,16985208648.2112,405.408734060752,,4.0,Mediterranean/Subtropical,18.0,2.0,3.01672005653381,0.023868339945499986,0.05887475513027125,24.666464138144253,,0.0,0.0,0.0,
1984,THA,0,1,0,1,0,0,1,1,0.3333333333333333,THA,49351708.0,41797647775.6238,846.934168430884,,4.0,Mediterranean/Subtropical,18.0,2.0,3.43722009658814,0.020262723227329842,0.023924791303284666,11.807293143606442,,0.0,0.0,0.0,
1988,THA,0,0,1,1,0,1,1,2,0.6666666666666666,THA,52969595.0,61667253471.3736,1164.20096229495,,4.0,Mediterranean/Subtropical,18.0,2.0,2.75342011451721,0.018878754878152267,0.016216061908192612,8.589582317718873,,0.0,0.0,0.0,
1992,THA,0,0,1,1,0,1,2,3,1.0,THA,56528834.0,111452746517.655,1971.60879910694,0.603,4.0,Mediterranean/Subtropical,18.0,2.0,3.04540991783142,0.017690087150921952,0.008972412356312746,5.072000086695494,1.658374792703151,0.0,0.0,0.0,0.0
1996,THA,1,0,1,2,0,1,3,4,1.0,THA,59920064.0,183035237429.281,3054.65690806473,0.634,4.0,Mediterranean/Subtropical,18.0,2.0,3.49960994720459,0.033377801465632614,0.01092685773564632,6.5473801483882355,3.1545741324921135,0.016688900732816307,0.00546342886782316,3.2736900741941177,1.5772870662460567
2000,THA,1,0,2,3,1,1,4,6,1.3333333333333333,THA,63007815.0,126392224253.794,2005.97694514234,0.657,4.0,Mediterranean/Subtropical,18.0,2.0,5.25345993041992,0.04761314132223122,0.023735637359906234,14.95530647680064,4.566210045662101,0.015871047107410406,0.007911879119968745,4.985102158933547,1.5220700152207
2004,THA,3,1,4,8,2,1,6,9,2.0,THA,65452047.0,172895685154.658,2641.56268717857,0.699,4.0,Mediterranean/Subtropical,18.0,2.0,4.03088998794556,0.12222688772438241,0.04627067467209416,30.285103733596156,11.444921316165953,0.045835082896643405,0.017351503002035314,11.356913900098558,4.291845493562232
